value,date
25,2019-04-01
29,2019-04-02
36,2019-04-03
39,2019-04-04
43,2019-04-05
40,2019-04-06
42,2019-04-07
34,2019-04-08
38,2019-04-09
42,2019-04-10
37,2019-04-11
45,2019-04-12
45,2019-04-13
55,2019-04-14
48,2019-04-15
46,2019-04-16
41,2019-04-17
43,2019-04-18
41,2019-04-19
50,2019-04-20
100,2019-04-21
70,2019-04-22
68,2019-04-23
53,2019-04-24
46,2019-04-25
49,2019-04-26
50,2019-04-27
55,2019-04-28
53,2019-04-29
54,2019-04-30
53,2019-05-01
47,2019-05-02
50,2019-05-03
55,2019-05-04
49,2019-05-05
40,2019-05-06
47,2019-05-07
46,2019-05-08
45,2019-05-09
48,2019-05-10
50,2019-05-11
43,2019-05-12
57,2019-05-13
88,2019-05-14
59,2019-05-15
52,2019-05-16
50,2019-05-17
53,2019-05-18
48,2019-05-19
47,2019-05-20
42,2019-05-21
45,2019-05-22
44,2019-05-23
42,2019-05-24
45,2019-05-25
40,2019-05-26
40,2019-05-27
40,2019-05-28
38,2019-05-29
52,2019-05-30
39,2019-05-31
50,2019-06-01
48,2019-06-02
44,2019-06-03
61,2019-06-04
67,2019-06-05
58,2019-06-06
50,2019-06-07
52,2019-06-08
52,2019-06-09
47,2019-06-10
42,2019-06-11
48,2019-06-12
43,2019-06-13
39,2019-06-14
47,2019-06-15
47,2019-06-16
39,2019-06-17
42,2019-06-18
42,2019-06-19
44,2019-06-20
40,2019-06-21
54,2019-06-22
44,2019-06-23
41,2019-06-24
43,2019-06-25
42,2019-06-26
41,2019-06-27
47,2019-06-28
53,2019-06-29
52,2019-06-30
40,2019-07-01
42,2019-07-02
76,2019-07-03
43,2019-07-04
43,2019-07-05
50,2019-07-06
44,2019-07-07
38,2019-07-08
43,2019-07-09
45,2019-07-10
44,2019-07-11
42,2019-07-12
46,2019-07-13
49,2019-07-14
46,2019-07-15
45,2019-07-16
41,2019-07-17
40,2019-07-18
45,2019-07-19
44,2019-07-20
50,2019-07-21
40,2019-07-22
37,2019-07-23
39,2019-07-24
42,2019-07-25
37,2019-07-26
42,2019-07-27
39,2019-07-28
40,2019-07-29
41,2019-07-30
43,2019-07-31
44,2019-08-01
49,2019-08-02
52,2019-08-03
55,2019-08-04
38,2019-08-05
43,2019-08-06
40,2019-08-07
43,2019-08-08
41,2019-08-09
39,2019-08-10
40,2019-08-11
44,2019-08-12
50,2019-08-13
44,2019-08-14
42,2019-08-15
41,2019-08-16
47,2019-08-17
43,2019-08-18
46,2019-08-19
40,2019-08-20
43,2019-08-21
41,2019-08-22
40,2019-08-23
47,2019-08-24
46,2019-08-25
42,2019-08-26
40,2019-08-27
41,2019-08-28
41,2019-08-29
45,2019-08-30
41,2019-08-31
50,2019-09-01
37,2019-09-02
39,2019-09-03
39,2019-09-04
38,2019-09-05
38,2019-09-06
43,2019-09-07
44,2019-09-08
45,2019-09-09
41,2019-09-10
46,2019-09-11
45,2019-09-12
42,2019-09-13
45,2019-09-14
46,2019-09-15
55,2019-09-16
42,2019-09-17
42,2019-09-18
50,2019-09-19
46,2019-09-20
48,2019-09-21
44,2019-09-22
40,2019-09-23
39,2019-09-24
39,2019-09-25
34,2019-09-26
41,2019-09-27
57,2019-09-28
46,2019-09-29
40,2019-09-30
45,2019-10-01
43,2019-10-02
43,2019-10-03
43,2019-10-04
42,2019-10-05
44,2019-10-06
38,2019-10-07
38,2019-10-08
41,2019-10-09
48,2019-10-10
54,2019-10-11
51,2019-10-12
45,2019-10-13
36,2019-10-14
42,2019-10-15
37,2019-10-16
39,2019-10-17
40,2019-10-18
42,2019-10-19
41,2019-10-20
40,2019-10-21
41,2019-10-22
44,2019-10-23
38,2019-10-24
44,2019-10-25
45,2019-10-26
52,2019-10-27
39,2019-10-28
42,2019-10-29
36,2019-10-30
41,2019-10-31
39,2019-11-01
47,2019-11-02
45,2019-11-03
42,2019-11-04
42,2019-11-05
41,2019-11-06
38,2019-11-07
34,2019-11-08
43,2019-11-09
39,2019-11-10
38,2019-11-11
41,2019-11-12
41,2019-11-13
35,2019-11-14
40,2019-11-15
48,2019-11-16
56,2019-11-17
40,2019-11-18
57,2019-11-19
44,2019-11-20
37,2019-11-21
47,2019-11-22
49,2019-11-23
42,2019-11-24
38,2019-11-25
37,2019-11-26
40,2019-11-27
36,2019-11-28
41,2019-11-29
47,2019-11-30
