value,date
49,2010-12-26
36,2011-01-02
41,2011-01-09
38,2011-01-16
39,2011-01-23
46,2011-01-30
40,2011-02-06
45,2011-02-13
40,2011-02-20
43,2011-02-27
45,2011-03-06
37,2011-03-13
45,2011-03-20
44,2011-03-27
40,2011-04-03
44,2011-04-10
39,2011-04-17
41,2011-04-24
72,2011-05-01
54,2011-05-08
58,2011-05-15
55,2011-05-22
53,2011-05-29
59,2011-06-05
52,2011-06-12
56,2011-06-19
57,2011-06-26
57,2011-07-03
59,2011-07-10
47,2011-07-17
44,2011-07-24
50,2011-07-31
46,2011-08-07
51,2011-08-14
49,2011-08-21
57,2011-08-28
48,2011-09-04
49,2011-09-11
51,2011-09-18
57,2011-09-25
58,2011-10-02
56,2011-10-09
62,2011-10-16
60,2011-10-23
63,2011-10-30
51,2011-11-06
54,2011-11-13
64,2011-11-20
50,2011-11-27
55,2011-12-04
56,2011-12-11
63,2011-12-18
55,2011-12-25
54,2012-01-01
52,2012-01-08
55,2012-01-15
55,2012-01-22
61,2012-01-29
51,2012-02-05
62,2012-02-12
58,2012-02-19
59,2012-02-26
57,2012-03-04
50,2012-03-11
47,2012-03-18
62,2012-03-25
63,2012-04-01
57,2012-04-08
57,2012-04-15
54,2012-04-22
48,2012-04-29
56,2012-05-06
48,2012-05-13
53,2012-05-20
61,2012-05-27
46,2012-06-03
54,2012-06-10
56,2012-06-17
49,2012-06-24
53,2012-07-01
58,2012-07-08
50,2012-07-15
53,2012-07-22
57,2012-07-29
52,2012-08-05
53,2012-08-12
56,2012-08-19
61,2012-08-26
55,2012-09-02
54,2012-09-09
65,2012-09-16
64,2012-09-23
65,2012-09-30
63,2012-10-07
61,2012-10-14
62,2012-10-21
56,2012-10-28
65,2012-11-04
70,2012-11-11
58,2012-11-18
63,2012-11-25
63,2012-12-02
63,2012-12-09
70,2012-12-16
75,2012-12-23
70,2012-12-30
72,2013-01-06
63,2013-01-13
67,2013-01-20
70,2013-01-27
76,2013-02-03
76,2013-02-10
83,2013-02-17
72,2013-02-24
82,2013-03-03
84,2013-03-10
100,2013-03-17
93,2013-03-24
76,2013-03-31
80,2013-04-07
82,2013-04-14
82,2013-04-21
84,2013-04-28
