country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Burkina Faso,BF,Nationwide,2022-01-10,2022-01-24,Political instability,"Facebook, Facebook, WhatsApp",https://afriksoir.net/burkina-faso-internet-encore-coupe-au-lendemain-sommet-cedeao/; https://pulse.internetsociety.org/shutdowns/second-shutdown-in-a-month-in-burkina-faso,"Access Now, NetBlocks"
