country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Eswatini,SZ,,2021-06-29,,Protests,"Eswatini shut down the Internet in response to nationwide protests against King Mswati III. Internet was restored on July 4, but social media platforms remained blocked until July 8.","https://cpj.org/2021/07/eswatini-police-detain-abuse-2-reporters-from-south-african-outlet-new-frame/, https://web.archive.org/web/20210629201727/https://www.zimbabwevoice.com/2021/06/29/eswatini-shuts-down-internet-introduces-curfew-to-protect-people-from-pandemic/",Access Now
Eswatini,SZ,Entire country,2021-10-15,2021-10-15,Protests,"Facebook, Twitter, WhatsApp, Instagram",https://www.news24.com/news24/africa/news/eswatini-pro-democracy-protests-continue-to-mount-as-government-blocks-internet-social-media-20211015,Access Now
