country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Suriname,SR,Nationwide,2023-02-17,2023-02-18,Protests,"Facebook, WhatsApp, Instagram, Facebook, Instagram, WhatsApp, Messenger",https://la1ere.francetvinfo.fr/martinique/suriname-pillages-arrestations-et-coupure-d-internet-en-marge-de-manifestations-contre-la-vie-chere-1367742.html; https://crisis24.garda.com/alerts/2023/02/suriname-authorities-continue-security-measures-suspend-classes-as-of-early-feb-20-after-anti-government-protesters-storm-parliament-feb-17-update-5; https://explorer.ooni.org/chart/mat?probe_cc=SR&since=2023-01-01&until=2023-02-28&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity,"Access Now, NetBlocks"
