country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Lebanon,LB,Nationwide,2019-05-24,,Information control,Grindr,https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion; https://explorer.ooni.org/chart/mat?probe_cc=LB&since=2023-01-01&until=2024-04-01&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://www.independent.co.uk/news/world/middle-east/grindr-lebanon-ban-lgbt-rights-dating-app-gay-a8933556.html; https://www.middleeasteye.net/news/activists-slam-lebanons-telecoms-ministry-after-it-bans-grindr-app,Access Now
