country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Oman,OM,"Nationwide, Entire country",2021-03-14,,Information control,Clubhouse,https://www.aljazeera.com/economy/2021/3/15/oman-blocks-clubhouse-app-fueling-regional-censorship-fears,Access Now
Oman,OM,Nationwide,2022-02-11,,Information control,Grindr,https://explorer.ooni.org/chart/mat?probe_cc=OM&since=2022-01-01&until=2022-12-31&time_grain=day&axis_x=measurement_start_day&test_name=web_connectivity&domain=www.grindr.com; https://ooni.org/post/2023-jordan-blocks-grindr/#conclusion,Access Now
