country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Afghanistan,AF,Nationwide,2022-10-17,2022-12-01,Information control,"TikTok, PUBG",https://www.bbc.com/news/world-asia-61185931; https://www.wired.com/story/the-taliban-cant-stop-tiktok/,Access Now
