country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Sri Lanka,LK,Nationwide,2018-03-07,2018-03-15,Communal violence,"Facebook, WhatsApp, Viber",https://www.reuters.com/article/us-sri-lanka-clashes-socialmedia/sri-lanka-lifts-ban-on-facebook-imposed-after-spasm-of-communal-violence-idUSKCN1GR31R,"Access Now, NetBlocks"
Sri Lanka,LK,National,2019-04-21,2019-04-30,"government_action, Information Control","Facebook, Twitter, WhatsApp, Instagram, Telegram, Website of an unamed VPN service, Facebook, WhatsApp, Instagram, YouTube, Viber, Snapchat and Facebook Messenger","https://pulse.internetsociety.org/shutdowns/shutdown-75, https://netblocks.org/reports/social-media-blocked-in-sri-lanka-following-church-and-hotel-bombings-XaAwlQBM, https://www.theguardian.com/world/2019/apr/21/social-media-shut-down-in-sri-lanka-in-bid-to-stem-misinformation","Pulse, Access Now, NetBlocks"
Sri Lanka,LK,National,2019-05-05,2019-05-06,"government_action, Information Control","Facebook, WhatsApp, Instagram, YouTube, Viber, Snapchat, Facebook Messenger, Facebook, WhatsApp, Instagram, YouTube, Viber, Snapchat and Facebook Messenger","https://netblocks.org/reports/social-media-blocked-again-in-sri-lanka-eBOgWDBZ, https://pulse.internetsociety.org/shutdowns/shutdown-88","Pulse, Access Now, NetBlocks"
Sri Lanka,LK,National,2019-05-13,2019-05-17,"government_action, Communal violence","Facebook, Twitter, WhatsApp, Instagram, YouTube, Viber, Snapchat and Facebook Messenger, Facebook, WhatsApp, Instagram, YouTube, Viber, Snapchat and Facebook Messenger, Twitter, Facebook, Twitter, WhatsApp, Instagram, YouTube, Viber, Snapchat, Facebook Messenger","https://netblocks.org/reports/sri-lanka-blocks-social-media-for-third-time-in-one-month-M8JRjg80, https://www.channelnewsasia.com/news/asia/sri-lanka-bombings-block-facebook-whatsapp-11527832, https://pulse.internetsociety.org/shutdowns/shutdown-95","Pulse, Access Now, NetBlocks"
Sri Lanka,LK,"Nationwide, National",2022-04-02,2022-04-03,"Protests, protests","Twitter, Telegram, WhatsApp, Facebook, Facebook Messanger, Instagram, Facebook, Twitter, WhatsApp, Instagram, YouTube, Facebook, Twitter, WhatsApp, Viber and YouTube","https://pulse.internetsociety.org/shutdowns/social-media-disruption-in-sri-lanka, https://www.ndtv.com/world-news/social-media-blocked-curfew-in-sri-lanka-as-protests-spread-10-points-2859507; https://explorer.ooni.org/search?since=2022-04-03&until=2022-04-04&probe_cc=LK&test_name=whatsapp&failure=true","Pulse, Access Now, NetBlocks"
