country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Libya,LY,"Misurata, Zliten and Al-Khamis",2016-07-19,,Political instability,,https://twitter.com/DynResearch/status/755396501141094401,Access Now
Libya,LY,,2018-09-03,,,Facebook,https://advox.globalvoices.org/2018/09/06/netizen-report-what-role-does-facebook-play-in-libyas-civil-war/,CenAlert
