country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Benin,BJ,National,2019-04-27,2019-04-29,"no_cause, elections, Elections","Blocking social media, also scattered shutdowns 28/29, Facebook, Twitter, Instagram and messaging apps WhatsApp, Telegram and Viber + Shutdowns, Facebook, Twitter, WhatsApp, Instagram, Telegram, VPN services","https://pulse.internetsociety.org/shutdowns/shutdown-80, https://twitter.com/netblocks/status/1122449020243382272, https://techweez.com/2019/04/28/benin-social-media-blackout/, https://transparency.facebook.com/internet-disruptions","Pulse, Access Now, NetBlocks, OONI"
Benin,BJ,National,2019-05-01,2019-05-02,"no_cause, Protests","Facebook, Twitter, WhatsApp, Instagram, Telegram, VPN services","https://netblocks.org/reports/new-internet-disruption-in-benin-amid-riots-following-elections-W80ZKLBK, https://pulse.internetsociety.org/shutdowns/shutdown-84","Pulse, Access Now"
