country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Congo (Democratic Republic of the),CD,nationwide,2016-12-18,2016-12-19,Protests,"Facebook, WhatsApp, Instagram, Skype, Viber, Pinterest, YouTube, LinkedIn. ""Sharing of images, video and voice (data) over the network.""",http://uk.reuters.com/article/congo-violence-telecoms-idUKL5N1EA5MG,Access Now
Congo (Democratic Republic of the),CD,nationwide,2017-08-07,,Protests,"Facebook, Twitter, WhatsApp, Instagram","http://www.africanews.com/2017/08/08/drc-opposition-observes-national-shutdown-government-blocks-social-media//, https://www.reuters.com/article/us-congo-violence-internet/congo-orders-internet-slowdown-to-restrict-social-media-telecoms-source-idUSKBN1AN2DE",Access Now
