country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Cameroon,CM,Anglophone region,2017-09-30,2018-04-01,Protests,"Facebook, Twitter, WhatsApp",http://www.africanews.com/2017/09/30/cameroon-blocks-social-media-access-in-restive-english-speaking-regions/,Access Now
Cameroon,CM,Nationwide,2018-10-20,2018-10-22,"elections, Elections","Facebook, WhatsApp",https://netblocks.org/reports/facebook-and-whatsapp-restricted-in-cameroon-on-eve-of-election-results-YkArL1yj,"Access Now, NetBlocks"
