country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
United Kingdom,GB,London Metro,2019-05-18,2019-05-18,Protests,Public Wifi,https://www.independent.co.uk/news/uk/home-news/london-tube-wifi-down-internet-not-working-underground-protest-extinction-rebellion-a8873681.html,Access Now
United Kingdom,GB,,2020-03-16,,COVID-19,"Amid the rapid spread of COVID-19, the UK urged citizens to avoid non-essential activities, limit social contact, and work from home. The pandemic raised global demand for VPNs, both for remote work and for accessing geo-restricted content.",https://www.gov.uk/government/speeches/pm-statement-on-coronavirus-16-march-2020,Other
United Kingdom,GB,,2020-09-19,,,Pirated Premier League streams,"https://www.virginmediabusiness.co.uk/help-and-advice/technical-support/list-of-court-orders/, https://torrentfreak.com/premier-league-obtains-intriguing-injunction-to-tackle-pirate-streams-170309/, https://letscrackon.org/iptv-blocking-order/",CenAlert
United Kingdom,GB,,2020-09-26,,,Pirated Premier League streams,"https://www.virginmediabusiness.co.uk/help-and-advice/technical-support/list-of-court-orders/, https://torrentfreak.com/premier-league-obtains-intriguing-injunction-to-tackle-pirate-streams-170309/, https://letscrackon.org/iptv-blocking-order/",CenAlert
