country,country_code,affected_regions,start_date,end_date,cause,affected_services,link,source
Sudan,SD,"Sudan, Nationwide, National",2018-12-21,2019-02-26,"Protests, protests","Facebook, Twitter, Instagram, WhatsApp, Facebook, Twitter, WhatsApp, Instagram, Social media","https://netblocks.org/reports/study-shows-impact-of-sudan-internet-disruptions-amid-demonstrations-qr8Vj485, https://www.reuters.com/article/us-sudan-protests-internet/sudan-restricts-social-media-access-to-counter-protest-movement-idUSKCN1OW0Z7, https://www.reuters.com/article/us-sudan-protests-internet/sudan-restricts-social-media-access-to-counter-protest-movement-idUSKCN1OW0Z7, https://pulse.internetsociety.org/shutdowns/shutdown-3","Pulse, Access Now, NetBlocks"
Sudan,SD,Khartoum,2019-04-07,2019-04-11,"Protests, protests","Facebook, Twitter, WhatsApp, Instagram, Telegram, Twitter, Periscope, Facebook, Instagram, WhatsApp and Telegram + power outage","https://netblocks.org/reports/social-media-disrupted-in-sudan-as-protests-converge-in-khartoum-peBONpAZ, https://pulse.internetsociety.org/shutdowns/shutdown-66","Pulse, Access Now, NetBlocks"
Sudan,SD,Entire country,2021-10-25,2021-11-24,Political instability,"Facebook, Twitter, WhatsApp, Social media",https://smex.org/internet-access-in-sudan-is-of-unprecedented-importance/,"Access Now, NetBlocks"
Sudan,SD,,2021-11-01,,War,"Sudan shut down the Internet during the military coup on October 25, 2021. On November 1, ADSL connections were reportedly restored for some providers.","https://www.accessnow.org/press-release/update-internet-shutdown-sudan/, https://x.com/BSonblast/status/1455333920526925827?s=20",CenAlert
Sudan,SD,,2021-11-18,,Protests,"On November 17, all Internet and telecom services were suspended during a mass rally. Internet access was stored the next day, but access to social media remained restricted.","https://blog.cloudflare.com/sudan-internet-back-25-days/, https://smex.org/internet-access-in-sudan-is-of-unprecedented-importance/",Access Now
