date,value
2011-01-01,5.769378500952214
2011-01-02,6.961400886337544
2011-01-03,5.445829567776196
2011-01-04,5.834088287587417
2011-01-05,6.368795471888836
2011-01-06,7.145312911511282
2011-01-07,7.724295212984155
2011-01-08,6.562924831794447
2011-01-09,6.109956325348022
2011-01-10,5.851117178807208
2011-01-11,6.242781676862387
2011-01-12,7.158936024487114
2011-01-13,7.261109371805856
2011-01-14,8.12617704577121
2011-01-15,5.374308224653076
2011-01-16,6.814952421847346
2011-01-17,6.992052890533168
2011-01-18,6.045246538712818
2011-01-19,7.9184245728897675
2011-01-20,8.613203334657218
2011-01-21,10.173049770390021
2011-01-22,6.038434982224902
2011-01-23,6.460751484475706
2011-01-24,6.317708798229465
2011-01-25,9.399938109011535
2011-01-26,4.972426391866021
2011-01-27,6.423287923792166
2011-01-28,6.467563040963622
2011-01-29,6.1814776684711426
2011-01-30,6.753648413456101
2011-01-31,5.902203852466579
2011-02-01,6.705967518040689
2011-02-02,8.640449560608882
2011-02-03,6.903502656190257
2011-02-04,9.011679389200314
2011-02-05,4.982643726597895
2011-02-06,6.072492764664484
2011-02-07,5.530974023875147
2011-02-08,6.144014107787602
2011-02-09,7.673208539324785
2011-02-10,6.6582866226252735
2011-02-11,10.128774653218565
2011-02-12,5.827276731099501
2011-02-13,6.876256430238592
2011-02-14,7.554006300786252
2011-02-15,8.58936288694951
2011-02-16,7.536977409566461
2011-02-17,8.391827748799942
2011-02-18,9.907399067361292
2011-02-19,8.00356902898872
2011-02-20,8.000163250744762
2011-02-21,11.31057970387202
2011-02-22,6.232564342130514
2011-02-23,6.065681208176568
2011-02-24,7.731106769472071
2011-02-25,9.270518535741129
2011-02-26,6.218941229154682
2011-02-27,6.055463873444693
2011-02-28,5.735320718512632
2011-03-01,6.61401150545382
2011-03-02,6.889879543214423
2011-03-03,7.455238731711467
2011-03-04,7.639150756885204
2011-03-05,5.537785580363063
2011-03-06,5.5139451326553575
2011-03-07,5.445829567776196
2011-03-08,5.1018459651364285
2011-03-09,6.579953723014238
2011-03-10,8.235161949577869
2011-03-11,8.25219084079766
2011-03-12,6.045246538712818
2011-03-13,5.714886049048884
2011-03-14,5.868146070026998
2011-03-15,6.957995108093585
2011-03-16,9.665588812040266
2011-03-17,8.310089070944947
2011-03-18,10.643047168056237
2011-03-19,8.91291182012553
2011-03-20,7.577846748493958
2011-03-21,12.72738345335859
2011-03-22,10.775872519570603
2011-03-23,11.457028168362221
2011-03-24,13.4494084410777
2011-03-25,11.736301984366783
2011-03-26,11.422970385922639
2011-03-27,10.356961795563757
2011-03-28,9.832471945994211
2011-03-29,11.03130588786746
2011-03-30,10.268411561220846
2011-03-31,10.094716870778987
2011-04-01,10.973407657720172
2011-04-02,12.499196311013394
2011-04-03,9.331822544132372
2011-04-04,8.545087769778055
2011-04-05,7.945670798841432
2011-04-06,9.614502138380894
2011-04-07,10.636235611568322
2011-04-08,10.69413384171561
2011-04-09,8.024003698452468
2011-04-10,7.019299116484833
2011-04-11,7.86052634274248
2011-04-12,7.976322803037055
2011-04-13,8.081901928599756
2011-04-14,8.987838941492607
2011-04-15,10.435294695174795
2011-04-16,6.641257731405484
2011-04-17,7.305384488977312
2011-04-18,6.801329308871514
2011-04-19,8.163640606454749
2011-04-20,8.034221033184341
2011-04-21,8.027409476696425
2011-04-22,10.145803544438357
2011-04-23,6.712779074528604
2011-04-24,6.147419886031561
2011-04-25,6.61401150545382
2011-04-26,6.55951905355049
2011-04-27,7.158936024487114
2011-04-28,8.064873037379966
2011-04-29,10.963190322988298
2011-04-30,6.975023999313376
2011-05-01,7.448427175223552
2011-05-02,6.583359501258196
2011-05-03,6.430099480280082
2011-05-04,7.8264685603028985
2011-05-05,10.030007084143781
2011-05-06,10.442106251662711
2011-05-07,9.921022180337122
2011-05-08,7.070385790144203
2011-05-09,6.5969826142340295
2011-05-10,7.073791568388162
2011-05-11,6.8421986477990115
2011-05-12,8.347552631628485
2011-05-13,9.216026083837798
2011-05-14,6.961400886337544
2011-05-15,7.434804062247718
2011-05-16,6.750242635212143
2011-05-17,6.811546643603387
2011-05-18,6.634446174917568
2011-05-19,9.117258514763014
2011-05-20,8.25219084079766
2011-05-21,6.8353870913110955
2011-05-22,6.811546643603387
2011-05-23,6.082710099396357
2011-05-24,7.305384488977312
2011-05-25,6.978429777557335
2011-05-26,8.756246020903456
2011-05-27,9.713269707455678
2011-05-28,6.569736388282363
2011-05-29,6.814952421847346
2011-05-30,6.144014107787602
2011-05-31,6.164448777251351
2011-06-01,7.09422623785191
2011-06-02,9.171750966666343
2011-06-03,11.133479235186202
2011-06-04,9.359068770084038
2011-06-05,10.554496933713327
2011-06-06,6.61401150545382
2011-06-07,5.8374940658313745
2011-06-08,6.838792869555054
2011-06-09,7.6595854263489525
2011-06-10,8.728999794951791
2011-06-11,6.712779074528604
2011-06-12,5.953290526125951
2011-06-13,7.278138263025647
2011-06-14,7.3326307149289764
2011-06-15,6.9239373256540055
2011-06-16,10.111745761998776
2011-06-17,10.33312134785605
2011-06-18,7.02270489472879
2011-06-19,6.709373296284646
2011-06-20,6.436911036767998
2011-06-21,6.297274128765717
2011-06-22,6.545895940574658
2011-06-23,8.333929518652653
2011-06-24,9.28414164871696
2011-06-25,6.750242635212143
2011-06-26,5.5139451326553575
2011-06-27,6.6855328485769405
2011-06-28,7.005676003509
2011-06-29,6.930748882141922
2011-06-30,10.799712967278309
2011-07-01,10.312686678392303
2011-07-02,6.981835555801292
2011-07-03,7.417775171027928
2011-07-04,8.354364188116401
2011-07-05,7.09422623785191
2011-07-06,8.081901928599756
2011-07-07,9.263706979253211
2011-07-08,12.032604691591137
2011-07-09,7.51994851834667
2011-07-10,8.350958409872444
2011-07-11,8.235161949577869
2011-07-12,9.451024782670908
2011-07-13,10.431888916930836
2011-07-14,11.753330875586576
2011-07-15,14.505199696704707
2011-07-16,9.600879025405062
2011-07-17,11.17094279586974
2011-07-18,7.877555233962269
2011-07-19,8.562116660997845
2011-07-20,8.837984698758452
2011-07-21,10.714568511179356
2011-07-22,13.408539102150204
2011-07-23,8.184075275918497
2011-07-24,8.957186937296983
2011-07-25,8.480377983142851
2011-07-26,9.198997192618007
2011-07-27,9.777979494090882
2011-07-28,10.79290141079039
2011-07-29,13.970492512403288
2011-07-30,9.413561221987367
2011-07-31,9.072983397591559
2011-08-01,8.711970903732002
2011-08-02,8.565522439241803
2011-08-03,8.562116660997845
2011-08-04,11.600070854608461
2011-08-05,11.37188371226327
2011-08-06,7.9013956816699755
2011-08-07,9.171750966666343
2011-08-08,9.767762159359009
2011-08-09,9.430590113207158
2011-08-10,9.863123950189834
2011-08-11,12.366370959499031
2011-08-12,12.972599486923569
2011-08-13,8.926534933101362
2011-08-14,9.188779857886132
2011-08-15,10.043630197119613
2011-08-16,8.82095580753866
2011-08-17,9.059360284615726
2011-08-18,12.049633582810927
2011-08-19,11.947460235492185
2011-08-20,9.665588812040266
2011-08-21,8.633638004120966
2011-08-22,13.36426398497875
2011-08-23,8.851607811734283
2011-08-24,10.871234310401428
2011-08-25,13.582233792592065
2011-08-26,13.732088035326223
2011-08-27,9.7847910505788
2011-08-28,9.869935506677752
2011-08-29,9.743921711651302
2011-08-30,8.279437066749324
2011-08-31,14.71976372607407
2011-09-01,13.857508481480634
2011-09-02,12.341820369208765
2011-09-03,9.167454700111078
2011-09-04,8.402461171747445
2011-09-05,8.8171305609539
2011-09-06,8.974418949963246
2011-09-07,10.003942950751686
2011-09-08,12.184531980199422
2011-09-09,12.970973925246145
2011-09-10,9.574974617089834
2011-09-11,8.252322254965797
2011-09-12,9.639319867139113
2011-09-13,11.169306923866374
2011-09-14,11.283698479509535
2011-09-15,11.24795111837105
2011-09-16,12.92092761965226
2011-09-17,9.474882005902067
2011-09-18,9.396237811397397
2011-09-19,9.918149284019316
2011-09-20,10.511555478918208
2011-09-21,9.503479894812859
2011-09-22,11.097812201589402
2011-09-23,13.807462175886753
2011-09-24,11.340894257331115
2011-09-25,8.995867366646339
2011-09-26,9.310444144665027
2011-09-27,8.373863282836655
2011-09-28,14.164935787271627
2011-09-29,30.337041966323362
2011-09-30,31.63109643953661
2011-10-01,15.902366840413345
2011-10-02,11.864643713331102
2011-10-03,10.706924869813717
2011-10-04,9.349106473095794
2011-10-05,9.592084501982162
2011-10-06,11.078538325757568
2011-10-07,10.706924869813717
2011-10-08,8.155655566506884
2011-10-09,7.319525290633216
2011-10-10,7.305232465404606
2011-10-11,8.856004002708758
2011-10-12,7.698285159191373
2011-10-13,10.413921952627218
2011-10-14,11.071391913143266
2011-10-15,7.448160717690704
2011-10-16,7.005083135603801
2011-10-17,7.63396744566263
2011-10-18,7.669699508734153
2011-10-19,7.819774173634557
2011-10-20,9.627816565053685
2011-10-21,10.678339219356497
2011-10-22,7.333818115861825
2011-10-23,7.448160717690704
2011-10-24,7.519624843833752
2011-10-25,8.241412517878542
2011-10-26,8.6201723864367
2011-10-27,8.963200191923333
2011-10-28,11.214320165429362
2011-10-29,7.13371856266129
2011-10-30,7.676845921348459
2011-10-31,6.697787393188694
2011-11-01,6.9732442531983585
2011-11-02,8.1387133042383
2011-11-03,10.719905497032281
2011-11-04,11.456367535419483
2011-11-05,7.881309096646657
2011-11-06,8.453318446850309
2011-11-07,11.663720924868308
2011-11-08,7.666805590320288
2011-11-09,8.982427095788688
2011-11-10,11.299064964113478
2011-11-11,11.427767067909302
2011-11-12,8.975276978911143
2011-11-13,7.9742606160547505
2011-11-14,8.40326762870749
2011-11-15,11.47781788605212
2011-11-16,9.926242523624714
2011-11-17,10.569753042603823
2011-11-18,10.498251873828366
2011-11-19,7.6954060578304695
2011-11-20,8.696422420686861
2011-11-21,7.65965547344274
2011-11-22,9.096828965829417
2011-11-23,8.396117511829944
2011-11-24,9.618787497890251
2011-11-25,12.199979690684232
2011-11-26,7.151997175137001
2011-11-27,7.059045655728908
2011-11-28,7.244948694545093
2011-11-29,8.274565524911669
2011-11-30,10.798556782685283
2011-12-01,11.86995520218073
2011-12-02,11.791311007676061
2011-12-03,8.209425421599612
2011-12-04,8.574048505212184
2011-12-05,13.44283909227418
2011-12-06,11.912852035546916
2011-12-07,10.375715506591954
2011-12-08,12.49910875821811
2011-12-09,13.828910592569843
2011-12-10,8.759934783132321
2011-12-11,9.045913672240221
2011-12-12,9.253248366843447
2011-12-13,9.067362088923312
2011-12-14,9.30329467243733
2011-12-15,10.604498617878274
2011-12-16,12.59205189717818
2011-12-17,8.495404310707514
2011-12-18,8.824280033181596
2011-12-19,8.574048505212184
2011-12-20,7.565972921106837
2011-12-21,8.967269477735549
2011-12-22,10.790384895798407
2011-12-23,11.86995520218073
2011-12-24,8.016389671451781
2011-12-25,8.102183338184151
2011-12-26,8.202275949371915
2011-12-27,8.981568422190943
2011-12-28,10.282772367631887
2011-12-29,10.182679756444124
2011-12-30,13.457138036729576
2011-12-31,11.197904812777164
2012-01-01,11.090662729361705
2012-01-02,10.18982922867182
2012-01-03,9.403387283625095
2012-01-04,10.297071312087283
2012-01-05,10.797534368026108
2012-01-06,11.462435285201973
2012-01-07,9.110258922289496
2012-01-08,8.87432633877548
2012-01-09,8.781383199815414
2012-01-10,10.061138728573265
2012-01-11,8.98871789441864
2012-01-12,11.062064840450915
2012-01-13,12.105887785694748
2012-01-14,10.690292284610646
2012-01-15,7.766158143482368
2012-01-16,7.880549699125528
2012-01-17,7.079808809623409
2012-01-18,7.437282421008284
2012-01-19,8.995867366646339
2012-01-20,9.653618811594509
2012-01-21,8.13793069932264
2012-01-22,10.461509173324325
2012-01-23,8.066435977045662
2012-01-24,10.683142812382947
2012-01-25,8.252322254965797
2012-01-26,8.910073699913967
2012-01-27,9.296145200209633
2012-01-28,7.372937170959006
2012-01-29,7.308591920909728
2012-01-30,6.579345753684583
2012-01-31,6.886773059475575
2012-02-01,8.041312964678006
2012-02-02,9.391984948781623
2012-02-03,11.200027340200752
2012-02-04,6.261856223716098
2012-02-05,7.0765472617468514
2012-02-06,6.88359412116062
2012-02-07,7.819774173634557
2012-02-08,7.712577984419984
2012-02-09,10.092333384983501
2012-02-10,12.815116591033648
2012-02-11,12.93660560547683
2012-02-12,8.977493017151943
2012-02-13,7.383843004161959
2012-02-14,7.526771256448057
2012-02-15,6.940765422075058
2012-02-16,8.069898615135227
2012-02-17,8.713075750422663
2012-02-18,5.811632229014893
2012-02-19,7.762602872720117
2012-02-20,14.12291009945144
2012-02-21,8.884589653165978
2012-02-22,7.36955017893335
2012-02-23,9.256203109109832
2012-02-24,9.613523739825073
2012-02-25,6.261856223716098
2012-02-26,6.226124160644573
2012-02-27,6.16180644711583
2012-02-28,6.36905241293067
2012-02-29,6.233270573258878
2012-03-01,8.198534042192714
2012-03-02,7.991288076377872
2012-03-03,6.233270573258878
2012-03-04,6.469102189530939
2012-03-05,6.404784476002195
2012-03-06,6.433370126459414
2012-03-07,6.540566315673987
2012-03-08,7.8412134114774705
2012-03-09,8.234266105264236
2012-03-10,5.575800612742832
2012-03-11,7.8412134114774705
2012-03-12,6.8621548833177055
2012-03-13,7.248061164490168
2012-03-14,7.805481348405946
2012-03-15,8.484390546764908
2012-03-16,10.29957935079834
2012-03-17,8.56300108552226
2012-03-18,8.219973280035628
2012-03-19,8.713075750422663
2012-03-20,10.714071282428021
2012-03-21,11.171441689743533
2012-03-22,11.593080033987519
2012-03-23,11.085684738371876
2012-03-24,9.048957143294992
2012-03-25,9.013225080223465
2012-03-26,9.534913201067722
2012-03-27,11.071391913143266
2012-03-28,9.299081584795662
2012-03-29,11.157148864514925
2012-03-30,10.792681821185376
2012-03-31,9.399131361395929
2012-04-01,9.868102978425432
2012-04-02,7.45158136546368
2012-04-03,7.222798254177358
2012-04-04,7.616019226700721
2012-04-05,8.438208532885934
2012-04-06,8.809981088726202
2012-04-07,6.271918447893591
2012-04-08,6.486402614724517
2012-04-09,6.965417253980248
2012-04-10,6.472103670269123
2012-04-11,6.979716198435642
2012-04-12,7.737560254571578
2012-04-13,8.738486366449228
2012-04-14,7.208499309721963
2012-04-15,6.486402614724517
2012-04-16,6.4935520869522145
2012-04-17,6.722335198238535
2012-04-18,6.543598392546095
2012-04-19,8.445358005113631
2012-04-20,8.688440060855346
2012-04-21,6.04313533660727
2012-04-22,6.100331114428852
2012-04-23,7.172751948583476
2012-04-24,7.608869754473023
2012-04-25,9.389088339169701
2012-04-26,7.880549699125528
2012-04-27,8.738486366449228
2012-04-28,7.065509865168013
2012-04-29,5.599868058490027
2012-04-30,5.742857503043977
2012-05-01,5.278029880899837
2012-05-02,6.301570314618774
2012-05-03,7.74914892802127
2012-05-04,8.081799568979926
2012-05-05,6.272326302226804
2012-05-06,5.59240301411351
2012-05-07,5.691101555936407
2012-05-08,5.435216447506674
2012-05-09,6.5501444199505165
2012-05-10,7.237378711161803
2012-05-11,8.092766073626914
2012-05-12,5.9469866643661415
2012-05-13,4.901513221353227
2012-05-14,5.552192497074552
2012-05-15,5.497359973839608
2012-05-16,6.0420297046400435
2012-05-17,6.619598949381444
2012-05-18,7.957512516314053
2012-05-19,5.161053831331957
2012-05-20,5.464460459898643
2012-05-21,5.398661432016711
2012-05-22,5.826355113249266
2012-05-23,6.082240221679
2012-05-24,5.636269032701465
2012-05-25,7.50788582578752
2012-05-26,5.369417419624741
2012-05-27,5.482737967643624
2012-05-28,5.307273893291805
2012-05-29,5.555847998623548
2012-05-30,6.447790376578621
2012-05-31,7.4091872839646244
2012-06-01,9.768400065933516
2012-06-02,6.9181038353944375
2012-06-03,8.129886918549337
2012-06-04,7.5305103397845485
2012-06-05,6.308954812410658
2012-06-06,5.354512760355857
2012-06-07,6.807349467579205
2012-06-08,7.361121306655369
2012-06-09,5.29587809504191
2012-06-10,5.276333206603929
2012-06-11,5.966919264745968
2012-06-12,6.318727256629647
2012-06-13,6.836666800236179
2012-06-14,6.976738500708386
2012-06-15,8.048449883391077
2012-06-16,5.807302675835779
2012-06-17,5.634656161300269
2012-06-18,7.478390637283262
2012-06-19,5.413147425669804
2012-06-20,4.976644917221533
2012-06-21,6.582583250542409
2012-06-22,7.853000999011256
2012-06-23,5.142776468944383
2012-06-24,5.263303280978606
2012-06-25,5.468524609577421
2012-06-26,6.286152442566344
2012-06-27,6.931133761019759
2012-06-28,6.859469170080492
2012-06-29,7.706414335726389
2012-06-30,5.647686086925591
2012-07-01,6.439254068663871
2012-07-02,5.944116894901656
2012-07-03,6.181913037563773
2012-07-04,6.517433622415803
2012-07-05,8.66085638778119
2012-07-06,9.17553844998139
2012-07-07,6.579325769136078
2012-07-08,5.400117500044481
2012-07-09,6.224260295846068
2012-07-10,7.256881901652797
2012-07-11,6.641217915856355
2012-07-12,7.45884574884528
2012-07-13,8.214581435113928
2012-07-14,6.058128744123219
2012-07-15,6.403421773194238
2012-07-16,6.315469775223318
