value,date
69,2010-12-26
49,2011-01-02
62,2011-01-09
54,2011-01-16
57,2011-01-23
65,2011-01-30
59,2011-02-06
65,2011-02-13
60,2011-02-20
61,2011-02-27
64,2011-03-06
57,2011-03-13
62,2011-03-20
61,2011-03-27
58,2011-04-03
64,2011-04-10
58,2011-04-17
63,2011-04-24
100,2011-05-01
80,2011-05-08
83,2011-05-15
78,2011-05-22
79,2011-05-29
82,2011-06-05
74,2011-06-12
75,2011-06-19
85,2011-06-26
82,2011-07-03
82,2011-07-10
67,2011-07-17
65,2011-07-24
72,2011-07-31
70,2011-08-07
70,2011-08-14
67,2011-08-21
71,2011-08-28
67,2011-09-04
76,2011-09-11
75,2011-09-18
81,2011-09-25
83,2011-10-02
82,2011-10-09
88,2011-10-16
91,2011-10-23
88,2011-10-30
