value,date
40,2011-10-01
67,2011-10-02
89,2011-10-03
32,2011-10-04
47,2011-10-05
71,2011-10-06
48,2011-10-07
99,2011-10-08
48,2011-10-09
73,2011-10-10
61,2011-10-11
71,2011-10-12
50,2011-10-13
69,2011-10-14
59,2011-10-15
54,2011-10-16
80,2011-10-17
80,2011-10-18
70,2011-10-19
63,2011-10-20
76,2011-10-21
68,2011-10-22
72,2011-10-23
83,2011-10-24
51,2011-10-25
54,2011-10-26
75,2011-10-27
47,2011-10-28
56,2011-10-29
67,2011-10-30
64,2011-10-31
67,2011-11-01
74,2011-11-02
58,2011-11-03
97,2011-11-04
81,2011-11-05
0,2011-11-06
0,2011-11-07
61,2011-11-08
65,2011-11-09
68,2011-11-10
84,2011-11-11
39,2011-11-12
62,2011-11-13
88,2011-11-14
43,2011-11-15
39,2011-11-16
58,2011-11-17
59,2011-11-18
47,2011-11-19
65,2011-11-20
69,2011-11-21
55,2011-11-22
83,2011-11-23
59,2011-11-24
77,2011-11-25
77,2011-11-26
0,2011-11-27
61,2011-11-28
66,2011-11-29
52,2011-11-30
50,2011-12-01
67,2011-12-02
58,2011-12-03
73,2011-12-04
55,2011-12-05
56,2011-12-06
81,2011-12-07
46,2011-12-08
50,2011-12-09
61,2011-12-10
63,2011-12-11
48,2011-12-12
70,2011-12-13
63,2011-12-14
43,2011-12-15
79,2011-12-16
52,2011-12-17
64,2011-12-18
63,2011-12-19
89,2011-12-20
70,2011-12-21
66,2011-12-22
69,2011-12-23
50,2011-12-24
52,2011-12-25
48,2011-12-26
66,2011-12-27
80,2011-12-28
54,2011-12-29
70,2011-12-30
35,2011-12-31
50,2012-01-01
54,2012-01-02
65,2012-01-03
68,2012-01-04
52,2012-01-05
41,2012-01-06
62,2012-01-07
59,2012-01-08
58,2012-01-09
44,2012-01-10
51,2012-01-11
56,2012-01-12
71,2012-01-13
45,2012-01-14
75,2012-01-15
69,2012-01-16
54,2012-01-17
60,2012-01-18
45,2012-01-19
57,2012-01-20
39,2012-01-21
49,2012-01-22
72,2012-01-23
64,2012-01-24
58,2012-01-25
74,2012-01-26
54,2012-01-27
42,2012-01-28
62,2012-01-29
75,2012-01-30
68,2012-01-31
79,2012-02-01
52,2012-02-02
73,2012-02-03
51,2012-02-04
49,2012-02-05
53,2012-02-06
70,2012-02-07
73,2012-02-08
64,2012-02-09
45,2012-02-10
59,2012-02-11
61,2012-02-12
54,2012-02-13
43,2012-02-14
83,2012-02-15
77,2012-02-16
90,2012-02-17
65,2012-02-18
0,2012-02-19
65,2012-02-20
58,2012-02-21
63,2012-02-22
60,2012-02-23
83,2012-02-24
73,2012-02-25
54,2012-02-26
75,2012-02-27
50,2012-02-28
70,2012-02-29
56,2012-03-01
61,2012-03-02
59,2012-03-03
77,2012-03-04
50,2012-03-05
93,2012-03-06
95,2012-03-07
48,2012-03-08
65,2012-03-09
62,2012-03-10
75,2012-03-11
41,2012-03-12
50,2012-03-13
64,2012-03-14
51,2012-03-15
55,2012-03-16
30,2012-03-17
49,2012-03-18
74,2012-03-19
52,2012-03-20
57,2012-03-21
45,2012-03-22
54,2012-03-23
0,2012-03-24
91,2012-03-25
67,2012-03-26
80,2012-03-27
75,2012-03-28
68,2012-03-29
48,2012-03-30
60,2012-03-31
56,2012-04-01
100,2012-04-02
74,2012-04-03
63,2012-04-04
69,2012-04-05
62,2012-04-06
53,2012-04-07
54,2012-04-08
61,2012-04-09
68,2012-04-10
47,2012-04-11
99,2012-04-12
71,2012-04-13
63,2012-04-14
49,2012-04-15
66,2012-04-16
63,2012-04-17
71,2012-04-18
64,2012-04-19
80,2012-04-20
64,2012-04-21
47,2012-04-22
48,2012-04-23
57,2012-04-24
69,2012-04-25
60,2012-04-26
72,2012-04-27
60,2012-04-28
48,2012-04-29
78,2012-04-30
59,2012-05-01
59,2012-05-02
45,2012-05-03
45,2012-05-04
40,2012-05-05
68,2012-05-06
55,2012-05-07
47,2012-05-08
72,2012-05-09
74,2012-05-10
52,2012-05-11
42,2012-05-12
63,2012-05-13
45,2012-05-14
0,2012-05-15
42,2012-05-16
79,2012-05-17
67,2012-05-18
45,2012-05-19
61,2012-05-20
53,2012-05-21
76,2012-05-22
54,2012-05-23
56,2012-05-24
73,2012-05-25
60,2012-05-26
67,2012-05-27
69,2012-05-28
85,2012-05-29
85,2012-05-30
59,2012-05-31
