value,date
56,2023-08-01
61,2023-08-02
58,2023-08-03
50,2023-08-04
68,2023-08-05
63,2023-08-06
52,2023-08-07
57,2023-08-08
56,2023-08-09
56,2023-08-10
59,2023-08-11
58,2023-08-12
66,2023-08-13
51,2023-08-14
60,2023-08-15
57,2023-08-16
57,2023-08-17
52,2023-08-18
68,2023-08-19
64,2023-08-20
56,2023-08-21
54,2023-08-22
60,2023-08-23
50,2023-08-24
57,2023-08-25
69,2023-08-26
63,2023-08-27
67,2023-08-28
73,2023-08-29
68,2023-08-30
60,2023-08-31
55,2023-09-01
64,2023-09-02
55,2023-09-03
53,2023-09-04
52,2023-09-05
59,2023-09-06
69,2023-09-07
59,2023-09-08
62,2023-09-09
69,2023-09-10
55,2023-09-11
58,2023-09-12
59,2023-09-13
57,2023-09-14
60,2023-09-15
73,2023-09-16
64,2023-09-17
59,2023-09-18
62,2023-09-19
65,2023-09-20
60,2023-09-21
59,2023-09-22
68,2023-09-23
66,2023-09-24
57,2023-09-25
52,2023-09-26
60,2023-09-27
64,2023-09-28
67,2023-09-29
76,2023-09-30
67,2023-10-01
53,2023-10-02
66,2023-10-03
64,2023-10-04
62,2023-10-05
64,2023-10-06
65,2023-10-07
61,2023-10-08
57,2023-10-09
60,2023-10-10
61,2023-10-11
59,2023-10-12
64,2023-10-13
71,2023-10-14
64,2023-10-15
59,2023-10-16
59,2023-10-17
65,2023-10-18
61,2023-10-19
64,2023-10-20
75,2023-10-21
68,2023-10-22
57,2023-10-23
65,2023-10-24
60,2023-10-25
59,2023-10-26
57,2023-10-27
68,2023-10-28
57,2023-10-29
55,2023-10-30
55,2023-10-31
53,2023-11-01
56,2023-11-02
59,2023-11-03
68,2023-11-04
64,2023-11-05
53,2023-11-06
52,2023-11-07
66,2023-11-08
51,2023-11-09
54,2023-11-10
62,2023-11-11
57,2023-11-12
56,2023-11-13
56,2023-11-14
51,2023-11-15
47,2023-11-16
58,2023-11-17
52,2023-11-18
57,2023-11-19
51,2023-11-20
49,2023-11-21
55,2023-11-22
53,2023-11-23
53,2023-11-24
59,2023-11-25
61,2023-11-26
48,2023-11-27
56,2023-11-28
63,2023-11-29
54,2023-11-30
57,2023-12-01
69,2023-12-02
65,2023-12-03
59,2023-12-04
54,2023-12-05
61,2023-12-06
66,2023-12-07
63,2023-12-08
64,2023-12-09
57,2023-12-10
55,2023-12-11
61,2023-12-12
54,2023-12-13
63,2023-12-14
59,2023-12-15
66,2023-12-16
67,2023-12-17
56,2023-12-18
58,2023-12-19
58,2023-12-20
56,2023-12-21
61,2023-12-22
65,2023-12-23
77,2023-12-24
55,2023-12-25
60,2023-12-26
57,2023-12-27
53,2023-12-28
58,2023-12-29
62,2023-12-30
51,2023-12-31
58,2024-01-01
54,2024-01-02
54,2024-01-03
53,2024-01-04
59,2024-01-05
60,2024-01-06
56,2024-01-07
51,2024-01-08
52,2024-01-09
56,2024-01-10
46,2024-01-11
52,2024-01-12
57,2024-01-13
60,2024-01-14
59,2024-01-15
60,2024-01-16
61,2024-01-17
60,2024-01-18
58,2024-01-19
57,2024-01-20
65,2024-01-21
57,2024-01-22
65,2024-01-23
61,2024-01-24
60,2024-01-25
70,2024-01-26
72,2024-01-27
73,2024-01-28
72,2024-01-29
64,2024-01-30
64,2024-01-31
68,2024-02-01
71,2024-02-02
75,2024-02-03
72,2024-02-04
68,2024-02-05
59,2024-02-06
66,2024-02-07
73,2024-02-08
71,2024-02-09
66,2024-02-10
71,2024-02-11
65,2024-02-12
63,2024-02-13
61,2024-02-14
68,2024-02-15
64,2024-02-16
82,2024-02-17
71,2024-02-18
69,2024-02-19
64,2024-02-20
69,2024-02-21
73,2024-02-22
100,2024-02-23
93,2024-02-24
92,2024-02-25
65,2024-02-26
69,2024-02-27
71,2024-02-28
62,2024-02-29
69,2024-03-01
74,2024-03-02
77,2024-03-03
60,2024-03-04
61,2024-03-05
61,2024-03-06
62,2024-03-07
61,2024-03-08
72,2024-03-09
55,2024-03-10
47,2024-03-11
50,2024-03-12
57,2024-03-13
56,2024-03-14
61,2024-03-15
67,2024-03-16
62,2024-03-17
55,2024-03-18
64,2024-03-19
68,2024-03-20
57,2024-03-21
62,2024-03-22
64,2024-03-23
58,2024-03-24
60,2024-03-25
61,2024-03-26
57,2024-03-27
64,2024-03-28
65,2024-03-29
76,2024-03-30
60,2024-03-31
