value,date
64,2019-06-01
62,2019-06-02
58,2019-06-03
80,2019-06-04
89,2019-06-05
78,2019-06-06
67,2019-06-07
73,2019-06-08
68,2019-06-09
64,2019-06-10
57,2019-06-11
61,2019-06-12
56,2019-06-13
52,2019-06-14
61,2019-06-15
63,2019-06-16
52,2019-06-17
54,2019-06-18
57,2019-06-19
57,2019-06-20
50,2019-06-21
70,2019-06-22
58,2019-06-23
53,2019-06-24
57,2019-06-25
55,2019-06-26
54,2019-06-27
64,2019-06-28
69,2019-06-29
65,2019-06-30
53,2019-07-01
53,2019-07-02
100,2019-07-03
59,2019-07-04
58,2019-07-05
66,2019-07-06
58,2019-07-07
50,2019-07-08
58,2019-07-09
58,2019-07-10
58,2019-07-11
56,2019-07-12
60,2019-07-13
66,2019-07-14
62,2019-07-15
58,2019-07-16
54,2019-07-17
57,2019-07-18
61,2019-07-19
55,2019-07-20
61,2019-07-21
52,2019-07-22
48,2019-07-23
51,2019-07-24
55,2019-07-25
51,2019-07-26
54,2019-07-27
54,2019-07-28
53,2019-07-29
55,2019-07-30
58,2019-07-31
57,2019-08-01
64,2019-08-02
68,2019-08-03
70,2019-08-04
49,2019-08-05
55,2019-08-06
53,2019-08-07
56,2019-08-08
54,2019-08-09
51,2019-08-10
54,2019-08-11
56,2019-08-12
65,2019-08-13
57,2019-08-14
54,2019-08-15
55,2019-08-16
62,2019-08-17
56,2019-08-18
62,2019-08-19
54,2019-08-20
55,2019-08-21
53,2019-08-22
54,2019-08-23
62,2019-08-24
61,2019-08-25
56,2019-08-26
53,2019-08-27
54,2019-08-28
53,2019-08-29
59,2019-08-30
51,2019-08-31
66,2019-09-01
49,2019-09-02
52,2019-09-03
51,2019-09-04
48,2019-09-05
50,2019-09-06
57,2019-09-07
55,2019-09-08
57,2019-09-09
54,2019-09-10
60,2019-09-11
60,2019-09-12
57,2019-09-13
60,2019-09-14
59,2019-09-15
72,2019-09-16
55,2019-09-17
57,2019-09-18
69,2019-09-19
60,2019-09-20
64,2019-09-21
57,2019-09-22
54,2019-09-23
51,2019-09-24
51,2019-09-25
46,2019-09-26
54,2019-09-27
74,2019-09-28
61,2019-09-29
51,2019-09-30
59,2019-10-01
56,2019-10-02
56,2019-10-03
54,2019-10-04
54,2019-10-05
56,2019-10-06
51,2019-10-07
51,2019-10-08
52,2019-10-09
61,2019-10-10
71,2019-10-11
65,2019-10-12
62,2019-10-13
46,2019-10-14
54,2019-10-15
48,2019-10-16
50,2019-10-17
53,2019-10-18
56,2019-10-19
56,2019-10-20
53,2019-10-21
53,2019-10-22
56,2019-10-23
50,2019-10-24
58,2019-10-25
59,2019-10-26
68,2019-10-27
53,2019-10-28
55,2019-10-29
48,2019-10-30
55,2019-10-31
53,2019-11-01
61,2019-11-02
58,2019-11-03
54,2019-11-04
57,2019-11-05
54,2019-11-06
51,2019-11-07
48,2019-11-08
58,2019-11-09
51,2019-11-10
48,2019-11-11
53,2019-11-12
54,2019-11-13
47,2019-11-14
52,2019-11-15
63,2019-11-16
73,2019-11-17
53,2019-11-18
74,2019-11-19
58,2019-11-20
49,2019-11-21
62,2019-11-22
64,2019-11-23
55,2019-11-24
50,2019-11-25
48,2019-11-26
51,2019-11-27
49,2019-11-28
55,2019-11-29
63,2019-11-30
57,2019-12-01
51,2019-12-02
45,2019-12-03
46,2019-12-04
51,2019-12-05
52,2019-12-06
58,2019-12-07
58,2019-12-08
47,2019-12-09
45,2019-12-10
56,2019-12-11
54,2019-12-12
58,2019-12-13
63,2019-12-14
58,2019-12-15
53,2019-12-16
52,2019-12-17
54,2019-12-18
63,2019-12-19
63,2019-12-20
63,2019-12-21
60,2019-12-22
49,2019-12-23
53,2019-12-24
60,2019-12-25
53,2019-12-26
50,2019-12-27
61,2019-12-28
52,2019-12-29
54,2019-12-30
46,2019-12-31
54,2020-01-01
54,2020-01-02
52,2020-01-03
59,2020-01-04
56,2020-01-05
48,2020-01-06
49,2020-01-07
48,2020-01-08
48,2020-01-09
57,2020-01-10
56,2020-01-11
52,2020-01-12
48,2020-01-13
51,2020-01-14
58,2020-01-15
52,2020-01-16
46,2020-01-17
55,2020-01-18
64,2020-01-19
57,2020-01-20
53,2020-01-21
52,2020-01-22
51,2020-01-23
45,2020-01-24
53,2020-01-25
53,2020-01-26
47,2020-01-27
48,2020-01-28
65,2020-01-29
59,2020-01-30
49,2020-01-31
