value,date
33,2010-12-26
23,2011-01-02
29,2011-01-09
26,2011-01-16
27,2011-01-23
31,2011-01-30
28,2011-02-06
31,2011-02-13
28,2011-02-20
29,2011-02-27
30,2011-03-06
27,2011-03-13
29,2011-03-20
29,2011-03-27
27,2011-04-03
30,2011-04-10
27,2011-04-17
30,2011-04-24
47,2011-05-01
38,2011-05-08
39,2011-05-15
37,2011-05-22
38,2011-05-29
39,2011-06-05
35,2011-06-12
36,2011-06-19
40,2011-06-26
39,2011-07-03
39,2011-07-10
32,2011-07-17
31,2011-07-24
34,2011-07-31
33,2011-08-07
33,2011-08-14
32,2011-08-21
34,2011-08-28
32,2011-09-04
36,2011-09-11
35,2011-09-18
38,2011-09-25
39,2011-10-02
39,2011-10-09
41,2011-10-16
43,2011-10-23
42,2011-10-30
34,2011-11-06
35,2011-11-13
43,2011-11-20
34,2011-11-27
36,2011-12-04
36,2011-12-11
42,2011-12-18
36,2011-12-25
36,2012-01-01
35,2012-01-08
36,2012-01-15
38,2012-01-22
41,2012-01-29
36,2012-02-05
43,2012-02-12
40,2012-02-19
41,2012-02-26
36,2012-03-04
34,2012-03-11
31,2012-03-18
40,2012-03-25
42,2012-04-01
37,2012-04-08
39,2012-04-15
36,2012-04-22
33,2012-04-29
37,2012-05-06
32,2012-05-13
35,2012-05-20
40,2012-05-27
31,2012-06-03
36,2012-06-10
36,2012-06-17
33,2012-06-24
35,2012-07-01
39,2012-07-08
35,2012-07-15
36,2012-07-22
38,2012-07-29
36,2012-08-05
35,2012-08-12
40,2012-08-19
42,2012-08-26
39,2012-09-02
34,2012-09-09
45,2012-09-16
44,2012-09-23
44,2012-09-30
42,2012-10-07
42,2012-10-14
43,2012-10-21
38,2012-10-28
43,2012-11-04
46,2012-11-11
39,2012-11-18
42,2012-11-25
42,2012-12-02
42,2012-12-09
48,2012-12-16
50,2012-12-23
46,2012-12-30
50,2013-01-06
43,2013-01-13
46,2013-01-20
47,2013-01-27
52,2013-02-03
50,2013-02-10
55,2013-02-17
49,2013-02-24
55,2013-03-03
58,2013-03-10
66,2013-03-17
63,2013-03-24
51,2013-03-31
56,2013-04-07
56,2013-04-14
55,2013-04-21
56,2013-04-28
57,2013-05-05
56,2013-05-12
45,2013-05-19
62,2013-05-26
96,2013-06-02
62,2013-06-09
60,2013-06-16
59,2013-06-23
58,2013-06-30
47,2013-07-07
48,2013-07-14
47,2013-07-21
51,2013-07-28
54,2013-08-04
60,2013-08-11
54,2013-08-18
54,2013-08-25
51,2013-09-01
55,2013-09-08
57,2013-09-15
58,2013-09-22
56,2013-09-29
56,2013-10-06
49,2013-10-13
62,2013-10-20
55,2013-10-27
50,2013-11-03
59,2013-11-10
53,2013-11-17
53,2013-11-24
60,2013-12-01
54,2013-12-08
60,2013-12-15
55,2013-12-22
58,2013-12-29
65,2014-01-05
68,2014-01-12
56,2014-01-19
75,2014-01-26
99,2014-02-02
89,2014-02-09
100,2014-02-16
84,2014-02-23
