value,date
58,2018-02-01
64,2018-02-02
67,2018-02-03
59,2018-02-04
69,2018-02-05
71,2018-02-06
86,2018-02-07
72,2018-02-08
60,2018-02-09
69,2018-02-10
63,2018-02-11
62,2018-02-12
66,2018-02-13
58,2018-02-14
54,2018-02-15
59,2018-02-16
68,2018-02-17
68,2018-02-18
65,2018-02-19
56,2018-02-20
61,2018-02-21
59,2018-02-22
69,2018-02-23
68,2018-02-24
72,2018-02-25
63,2018-02-26
63,2018-02-27
61,2018-02-28
67,2018-03-01
67,2018-03-02
68,2018-03-03
58,2018-03-04
61,2018-03-05
65,2018-03-06
58,2018-03-07
65,2018-03-08
74,2018-03-09
78,2018-03-10
74,2018-03-11
75,2018-03-12
73,2018-03-13
66,2018-03-14
66,2018-03-15
78,2018-03-16
87,2018-03-17
70,2018-03-18
64,2018-03-19
63,2018-03-20
65,2018-03-21
78,2018-03-22
75,2018-03-23
92,2018-03-24
76,2018-03-25
76,2018-03-26
66,2018-03-27
64,2018-03-28
68,2018-03-29
72,2018-03-30
64,2018-03-31
62,2018-04-01
59,2018-04-02
69,2018-04-03
66,2018-04-04
69,2018-04-05
70,2018-04-06
74,2018-04-07
66,2018-04-08
64,2018-04-09
65,2018-04-10
66,2018-04-11
62,2018-04-12
58,2018-04-13
72,2018-04-14
66,2018-04-15
57,2018-04-16
66,2018-04-17
69,2018-04-18
63,2018-04-19
77,2018-04-20
75,2018-04-21
85,2018-04-22
72,2018-04-23
65,2018-04-24
71,2018-04-25
77,2018-04-26
69,2018-04-27
73,2018-04-28
68,2018-04-29
55,2018-04-30
75,2018-05-01
61,2018-05-02
68,2018-05-03
63,2018-05-04
67,2018-05-05
68,2018-05-06
70,2018-05-07
60,2018-05-08
77,2018-05-09
72,2018-05-10
65,2018-05-11
73,2018-05-12
63,2018-05-13
58,2018-05-14
57,2018-05-15
49,2018-05-16
64,2018-05-17
67,2018-05-18
57,2018-05-19
62,2018-05-20
63,2018-05-21
62,2018-05-22
81,2018-05-23
61,2018-05-24
69,2018-05-25
63,2018-05-26
61,2018-05-27
63,2018-05-28
65,2018-05-29
60,2018-05-30
70,2018-05-31
64,2018-06-01
63,2018-06-02
57,2018-06-03
73,2018-06-04
100,2018-06-05
80,2018-06-06
68,2018-06-07
69,2018-06-08
70,2018-06-09
55,2018-06-10
61,2018-06-11
62,2018-06-12
60,2018-06-13
61,2018-06-14
78,2018-06-15
78,2018-06-16
80,2018-06-17
74,2018-06-18
72,2018-06-19
72,2018-06-20
62,2018-06-21
59,2018-06-22
75,2018-06-23
65,2018-06-24
58,2018-06-25
61,2018-06-26
55,2018-06-27
55,2018-06-28
54,2018-06-29
59,2018-06-30
57,2018-07-01
49,2018-07-02
57,2018-07-03
50,2018-07-04
63,2018-07-05
57,2018-07-06
67,2018-07-07
59,2018-07-08
50,2018-07-09
60,2018-07-10
53,2018-07-11
51,2018-07-12
60,2018-07-13
58,2018-07-14
58,2018-07-15
54,2018-07-16
53,2018-07-17
58,2018-07-18
58,2018-07-19
59,2018-07-20
61,2018-07-21
70,2018-07-22
55,2018-07-23
59,2018-07-24
61,2018-07-25
55,2018-07-26
57,2018-07-27
59,2018-07-28
63,2018-07-29
59,2018-07-30
60,2018-07-31
63,2018-08-01
54,2018-08-02
54,2018-08-03
54,2018-08-04
71,2018-08-05
54,2018-08-06
58,2018-08-07
57,2018-08-08
48,2018-08-09
54,2018-08-10
63,2018-08-11
53,2018-08-12
48,2018-08-13
62,2018-08-14
48,2018-08-15
52,2018-08-16
53,2018-08-17
61,2018-08-18
71,2018-08-19
67,2018-08-20
56,2018-08-21
82,2018-08-22
70,2018-08-23
66,2018-08-24
67,2018-08-25
73,2018-08-26
51,2018-08-27
57,2018-08-28
58,2018-08-29
51,2018-08-30
56,2018-08-31
62,2018-09-01
69,2018-09-02
54,2018-09-03
60,2018-09-04
53,2018-09-05
56,2018-09-06
45,2018-09-07
57,2018-09-08
64,2018-09-09
53,2018-09-10
49,2018-09-11
50,2018-09-12
57,2018-09-13
57,2018-09-14
76,2018-09-15
67,2018-09-16
71,2018-09-17
74,2018-09-18
75,2018-09-19
68,2018-09-20
69,2018-09-21
76,2018-09-22
65,2018-09-23
67,2018-09-24
64,2018-09-25
64,2018-09-26
69,2018-09-27
65,2018-09-28
64,2018-09-29
57,2018-09-30
