value,date
50,2010-12-26
35,2011-01-02
44,2011-01-09
39,2011-01-16
41,2011-01-23
47,2011-01-30
42,2011-02-06
46,2011-02-13
43,2011-02-20
44,2011-02-27
46,2011-03-06
41,2011-03-13
45,2011-03-20
44,2011-03-27
41,2011-04-03
46,2011-04-10
42,2011-04-17
45,2011-04-24
72,2011-05-01
57,2011-05-08
59,2011-05-15
56,2011-05-22
57,2011-05-29
59,2011-06-05
53,2011-06-12
54,2011-06-19
61,2011-06-26
59,2011-07-03
59,2011-07-10
48,2011-07-17
47,2011-07-24
52,2011-07-31
50,2011-08-07
51,2011-08-14
48,2011-08-21
51,2011-08-28
48,2011-09-04
55,2011-09-11
54,2011-09-18
58,2011-09-25
60,2011-10-02
59,2011-10-09
63,2011-10-16
65,2011-10-23
64,2011-10-30
52,2011-11-06
53,2011-11-13
65,2011-11-20
52,2011-11-27
55,2011-12-04
54,2011-12-11
64,2011-12-18
55,2011-12-25
55,2012-01-01
53,2012-01-08
55,2012-01-15
57,2012-01-22
62,2012-01-29
54,2012-02-05
65,2012-02-12
61,2012-02-19
63,2012-02-26
55,2012-03-04
51,2012-03-11
47,2012-03-18
61,2012-03-25
64,2012-04-01
57,2012-04-08
60,2012-04-15
54,2012-04-22
50,2012-04-29
57,2012-05-06
48,2012-05-13
54,2012-05-20
61,2012-05-27
47,2012-06-03
55,2012-06-10
54,2012-06-17
50,2012-06-24
54,2012-07-01
59,2012-07-08
53,2012-07-15
54,2012-07-22
57,2012-07-29
55,2012-08-05
53,2012-08-12
60,2012-08-19
64,2012-08-26
59,2012-09-02
52,2012-09-09
68,2012-09-16
68,2012-09-23
67,2012-09-30
63,2012-10-07
64,2012-10-14
65,2012-10-21
58,2012-10-28
66,2012-11-04
70,2012-11-11
59,2012-11-18
64,2012-11-25
64,2012-12-02
64,2012-12-09
73,2012-12-16
76,2012-12-23
70,2012-12-30
75,2013-01-06
66,2013-01-13
70,2013-01-20
72,2013-01-27
78,2013-02-03
77,2013-02-10
84,2013-02-17
74,2013-02-24
84,2013-03-03
88,2013-03-10
100,2013-03-17
95,2013-03-24
78,2013-03-31
85,2013-04-07
85,2013-04-14
83,2013-04-21
85,2013-04-28
