value,date
59,2010-12-26
42,2011-01-02
53,2011-01-09
46,2011-01-16
49,2011-01-23
56,2011-01-30
50,2011-02-06
55,2011-02-13
51,2011-02-20
53,2011-02-27
55,2011-03-06
49,2011-03-13
53,2011-03-20
53,2011-03-27
49,2011-04-03
55,2011-04-10
50,2011-04-17
54,2011-04-24
86,2011-05-01
68,2011-05-08
71,2011-05-15
67,2011-05-22
68,2011-05-29
70,2011-06-05
64,2011-06-12
65,2011-06-19
72,2011-06-26
70,2011-07-03
70,2011-07-10
57,2011-07-17
56,2011-07-24
62,2011-07-31
60,2011-08-07
60,2011-08-14
57,2011-08-21
61,2011-08-28
58,2011-09-04
65,2011-09-11
64,2011-09-18
69,2011-09-25
71,2011-10-02
70,2011-10-09
75,2011-10-16
78,2011-10-23
76,2011-10-30
62,2011-11-06
64,2011-11-13
78,2011-11-20
62,2011-11-27
66,2011-12-04
65,2011-12-11
76,2011-12-18
66,2011-12-25
65,2012-01-01
63,2012-01-08
65,2012-01-15
68,2012-01-22
74,2012-01-29
65,2012-02-05
78,2012-02-12
72,2012-02-19
75,2012-02-26
66,2012-03-04
61,2012-03-11
56,2012-03-18
73,2012-03-25
76,2012-04-01
67,2012-04-08
71,2012-04-15
65,2012-04-22
60,2012-04-29
68,2012-05-06
57,2012-05-13
64,2012-05-20
73,2012-05-27
56,2012-06-03
65,2012-06-10
65,2012-06-17
59,2012-06-24
64,2012-07-01
70,2012-07-08
64,2012-07-15
65,2012-07-22
68,2012-07-29
65,2012-08-05
63,2012-08-12
72,2012-08-19
76,2012-08-26
70,2012-09-02
62,2012-09-09
81,2012-09-16
80,2012-09-23
79,2012-09-30
75,2012-10-07
76,2012-10-14
78,2012-10-21
69,2012-10-28
79,2012-11-04
83,2012-11-11
70,2012-11-18
76,2012-11-25
76,2012-12-02
76,2012-12-09
87,2012-12-16
90,2012-12-23
84,2012-12-30
90,2013-01-06
78,2013-01-13
83,2013-01-20
85,2013-01-27
93,2013-02-03
91,2013-02-10
100,2013-02-17
88,2013-02-24
