value,date
59,2010-12-26
47,2011-01-02
55,2011-01-09
52,2011-01-16
58,2011-01-23
64,2011-01-30
55,2011-02-06
60,2011-02-13
58,2011-02-20
59,2011-02-27
59,2011-03-06
57,2011-03-13
60,2011-03-20
63,2011-03-27
53,2011-04-03
61,2011-04-10
54,2011-04-17
61,2011-04-24
98,2011-05-01
81,2011-05-08
77,2011-05-15
73,2011-05-22
69,2011-05-29
82,2011-06-05
69,2011-06-12
73,2011-06-19
78,2011-06-26
78,2011-07-03
80,2011-07-10
65,2011-07-17
63,2011-07-24
69,2011-07-31
65,2011-08-07
67,2011-08-14
66,2011-08-21
73,2011-08-28
63,2011-09-04
72,2011-09-11
71,2011-09-18
82,2011-09-25
81,2011-10-02
75,2011-10-09
84,2011-10-16
83,2011-10-23
84,2011-10-30
69,2011-11-06
75,2011-11-13
87,2011-11-20
70,2011-11-27
76,2011-12-04
77,2011-12-11
85,2011-12-18
70,2011-12-25
73,2012-01-01
70,2012-01-08
72,2012-01-15
78,2012-01-22
85,2012-01-29
71,2012-02-05
85,2012-02-12
80,2012-02-19
82,2012-02-26
75,2012-03-04
69,2012-03-11
65,2012-03-18
86,2012-03-25
87,2012-04-01
78,2012-04-08
73,2012-04-15
75,2012-04-22
66,2012-04-29
77,2012-05-06
67,2012-05-13
72,2012-05-20
80,2012-05-27
64,2012-06-03
71,2012-06-10
78,2012-06-17
66,2012-06-24
76,2012-07-01
81,2012-07-08
72,2012-07-15
71,2012-07-22
76,2012-07-29
73,2012-08-05
71,2012-08-12
80,2012-08-19
85,2012-08-26
78,2012-09-02
73,2012-09-09
90,2012-09-16
89,2012-09-23
89,2012-09-30
86,2012-10-07
81,2012-10-14
83,2012-10-21
80,2012-10-28
88,2012-11-04
93,2012-11-11
80,2012-11-18
86,2012-11-25
85,2012-12-02
83,2012-12-09
97,2012-12-16
100,2012-12-23
93,2012-12-30
