value,date
24,2013-02-01
19,2013-02-02
19,2013-02-03
27,2013-02-04
27,2013-02-05
26,2013-02-06
21,2013-02-07
30,2013-02-08
21,2013-02-09
20,2013-02-10
31,2013-02-11
28,2013-02-12
25,2013-02-13
26,2013-02-14
24,2013-02-15
17,2013-02-16
20,2013-02-17
27,2013-02-18
29,2013-02-19
30,2013-02-20
33,2013-02-21
29,2013-02-22
23,2013-02-23
17,2013-02-24
26,2013-02-25
29,2013-02-26
34,2013-02-27
19,2013-02-28
24,2013-03-01
23,2013-03-02
25,2013-03-03
28,2013-03-04
30,2013-03-05
31,2013-03-06
27,2013-03-07
29,2013-03-08
43,2013-03-09
35,2013-03-10
30,2013-03-11
23,2013-03-12
35,2013-03-13
35,2013-03-14
26,2013-03-15
22,2013-03-16
36,2013-03-17
29,2013-03-18
31,2013-03-19
35,2013-03-20
39,2013-03-21
39,2013-03-22
37,2013-03-23
29,2013-03-24
24,2013-03-25
18,2013-03-26
34,2013-03-27
28,2013-03-28
49,2013-03-29
43,2013-03-30
36,2013-03-31
24,2013-04-01
27,2013-04-02
27,2013-04-03
26,2013-04-04
27,2013-04-05
26,2013-04-06
27,2013-04-07
33,2013-04-08
24,2013-04-09
29,2013-04-10
34,2013-04-11
26,2013-04-12
28,2013-04-13
25,2013-04-14
31,2013-04-15
29,2013-04-16
31,2013-04-17
28,2013-04-18
28,2013-04-19
22,2013-04-20
20,2013-04-21
35,2013-04-22
13,2013-04-23
27,2013-04-24
30,2013-04-25
21,2013-04-26
30,2013-04-27
32,2013-04-28
38,2013-04-29
23,2013-04-30
31,2013-05-01
21,2013-05-02
24,2013-05-03
28,2013-05-04
24,2013-05-05
30,2013-05-06
41,2013-05-07
25,2013-05-08
34,2013-05-09
23,2013-05-10
35,2013-05-11
25,2013-05-12
34,2013-05-13
21,2013-05-14
34,2013-05-15
25,2013-05-16
25,2013-05-17
31,2013-05-18
36,2013-05-19
20,2013-05-20
29,2013-05-21
27,2013-05-22
28,2013-05-23
17,2013-05-24
23,2013-05-25
28,2013-05-26
30,2013-05-27
25,2013-05-28
22,2013-05-29
28,2013-05-30
21,2013-05-31
78,2013-06-01
58,2013-06-02
41,2013-06-03
30,2013-06-04
100,2013-06-05
67,2013-06-06
46,2013-06-07
26,2013-06-08
37,2013-06-09
40,2013-06-10
30,2013-06-11
29,2013-06-12
37,2013-06-13
30,2013-06-14
24,2013-06-15
37,2013-06-16
32,2013-06-17
32,2013-06-18
28,2013-06-19
35,2013-06-20
31,2013-06-21
25,2013-06-22
39,2013-06-23
29,2013-06-24
31,2013-06-25
36,2013-06-26
30,2013-06-27
29,2013-06-28
34,2013-06-29
29,2013-06-30
28,2013-07-01
36,2013-07-02
33,2013-07-03
30,2013-07-04
23,2013-07-05
28,2013-07-06
21,2013-07-07
26,2013-07-08
24,2013-07-09
25,2013-07-10
22,2013-07-11
28,2013-07-12
21,2013-07-13
23,2013-07-14
27,2013-07-15
23,2013-07-16
25,2013-07-17
20,2013-07-18
27,2013-07-19
23,2013-07-20
21,2013-07-21
28,2013-07-22
27,2013-07-23
25,2013-07-24
22,2013-07-25
27,2013-07-26
19,2013-07-27
29,2013-07-28
19,2013-07-29
29,2013-07-30
34,2013-07-31
24,2013-08-01
28,2013-08-02
22,2013-08-03
31,2013-08-04
21,2013-08-05
24,2013-08-06
28,2013-08-07
19,2013-08-08
36,2013-08-09
18,2013-08-10
30,2013-08-11
29,2013-08-12
28,2013-08-13
34,2013-08-14
32,2013-08-15
27,2013-08-16
37,2013-08-17
20,2013-08-18
27,2013-08-19
25,2013-08-20
31,2013-08-21
28,2013-08-22
26,2013-08-23
31,2013-08-24
30,2013-08-25
28,2013-08-26
20,2013-08-27
27,2013-08-28
31,2013-08-29
34,2013-08-30
27,2013-08-31
27,2013-09-01
19,2013-09-02
31,2013-09-03
25,2013-09-04
26,2013-09-05
23,2013-09-06
29,2013-09-07
22,2013-09-08
29,2013-09-09
30,2013-09-10
29,2013-09-11
36,2013-09-12
33,2013-09-13
24,2013-09-14
39,2013-09-15
31,2013-09-16
31,2013-09-17
29,2013-09-18
27,2013-09-19
23,2013-09-20
20,2013-09-21
28,2013-09-22
22,2013-09-23
19,2013-09-24
34,2013-09-25
33,2013-09-26
32,2013-09-27
27,2013-09-28
29,2013-09-29
26,2013-09-30
