value,date
54,2012-01-01
50,2012-01-02
43,2012-01-03
41,2012-01-04
45,2012-01-05
66,2012-01-06
52,2012-01-07
39,2012-01-08
56,2012-01-09
44,2012-01-10
48,2012-01-11
52,2012-01-12
57,2012-01-13
46,2012-01-14
63,2012-01-15
56,2012-01-16
48,2012-01-17
44,2012-01-18
52,2012-01-19
37,2012-01-20
39,2012-01-21
48,2012-01-22
61,2012-01-23
44,2012-01-24
52,2012-01-25
78,2012-01-26
60,2012-01-27
43,2012-01-28
55,2012-01-29
80,2012-01-30
55,2012-01-31
81,2012-02-01
62,2012-02-02
64,2012-02-03
54,2012-02-04
35,2012-02-05
54,2012-02-06
63,2012-02-07
64,2012-02-08
65,2012-02-09
47,2012-02-10
51,2012-02-11
49,2012-02-12
57,2012-02-13
39,2012-02-14
80,2012-02-15
61,2012-02-16
75,2012-02-17
46,2012-02-18
43,2012-02-19
53,2012-02-20
52,2012-02-21
55,2012-02-22
68,2012-02-23
81,2012-02-24
77,2012-02-25
53,2012-02-26
71,2012-02-27
68,2012-02-28
53,2012-02-29
50,2012-03-01
55,2012-03-02
49,2012-03-03
58,2012-03-04
53,2012-03-05
76,2012-03-06
68,2012-03-07
55,2012-03-08
41,2012-03-09
38,2012-03-10
60,2012-03-11
38,2012-03-12
60,2012-03-13
61,2012-03-14
54,2012-03-15
54,2012-03-16
32,2012-03-17
37,2012-03-18
60,2012-03-19
49,2012-03-20
54,2012-03-21
45,2012-03-22
48,2012-03-23
0,2012-03-24
50,2012-03-25
66,2012-03-26
55,2012-03-27
74,2012-03-28
61,2012-03-29
58,2012-03-30
47,2012-03-31
58,2012-04-01
73,2012-04-02
78,2012-04-03
50,2012-04-04
69,2012-04-05
51,2012-04-06
54,2012-04-07
42,2012-04-08
52,2012-04-09
41,2012-04-10
52,2012-04-11
62,2012-04-12
61,2012-04-13
58,2012-04-14
39,2012-04-15
54,2012-04-16
66,2012-04-17
43,2012-04-18
50,2012-04-19
73,2012-04-20
47,2012-04-21
0,2012-04-22
45,2012-04-23
57,2012-04-24
54,2012-04-25
54,2012-04-26
67,2012-04-27
56,2012-04-28
0,2012-04-29
73,2012-04-30
49,2012-05-01
60,2012-05-02
52,2012-05-03
42,2012-05-04
43,2012-05-05
58,2012-05-06
63,2012-05-07
45,2012-05-08
67,2012-05-09
62,2012-05-10
39,2012-05-11
27,2012-05-12
33,2012-05-13
42,2012-05-14
0,2012-05-15
36,2012-05-16
60,2012-05-17
59,2012-05-18
73,2012-05-19
55,2012-05-20
37,2012-05-21
59,2012-05-22
45,2012-05-23
44,2012-05-24
65,2012-05-25
48,2012-05-26
71,2012-05-27
66,2012-05-28
75,2012-05-29
62,2012-05-30
45,2012-05-31
40,2012-06-01
32,2012-06-02
60,2012-06-03
41,2012-06-04
40,2012-06-05
50,2012-06-06
61,2012-06-07
51,2012-06-08
48,2012-06-09
0,2012-06-10
42,2012-06-11
60,2012-06-12
46,2012-06-13
66,2012-06-14
49,2012-06-15
65,2012-06-16
60,2012-06-17
68,2012-06-18
76,2012-06-19
42,2012-06-20
39,2012-06-21
49,2012-06-22
59,2012-06-23
0,2012-06-24
45,2012-06-25
79,2012-06-26
55,2012-06-27
46,2012-06-28
44,2012-06-29
50,2012-06-30
45,2012-07-01
49,2012-07-02
71,2012-07-03
51,2012-07-04
50,2012-07-05
48,2012-07-06
59,2012-07-07
61,2012-07-08
59,2012-07-09
61,2012-07-10
42,2012-07-11
64,2012-07-12
51,2012-07-13
32,2012-07-14
0,2012-07-15
100,2012-07-16
40,2012-07-17
67,2012-07-18
53,2012-07-19
31,2012-07-20
46,2012-07-21
39,2012-07-22
38,2012-07-23
64,2012-07-24
67,2012-07-25
56,2012-07-26
67,2012-07-27
52,2012-07-28
51,2012-07-29
79,2012-07-30
66,2012-07-31
34,2012-08-01
51,2012-08-02
44,2012-08-03
49,2012-08-04
75,2012-08-05
59,2012-08-06
52,2012-08-07
60,2012-08-08
45,2012-08-09
44,2012-08-10
48,2012-08-11
59,2012-08-12
51,2012-08-13
37,2012-08-14
62,2012-08-15
60,2012-08-16
46,2012-08-17
69,2012-08-18
51,2012-08-19
99,2012-08-20
49,2012-08-21
55,2012-08-22
73,2012-08-23
42,2012-08-24
54,2012-08-25
51,2012-08-26
75,2012-08-27
60,2012-08-28
64,2012-08-29
64,2012-08-30
52,2012-08-31
