value,date
5,2011-01-01
6,2011-02-01
6,2011-03-01
6,2011-04-01
8,2011-05-01
7,2011-06-01
7,2011-07-01
7,2011-08-01
7,2011-09-01
8,2011-10-01
8,2011-11-01
8,2011-12-01
7,2012-01-01
8,2012-02-01
7,2012-03-01
8,2012-04-01
8,2012-05-01
7,2012-06-01
8,2012-07-01
7,2012-08-01
8,2012-09-01
8,2012-10-01
9,2012-11-01
9,2012-12-01
10,2013-01-01
11,2013-02-01
12,2013-03-01
12,2013-04-01
11,2013-05-01
16,2013-06-01
10,2013-07-01
11,2013-08-01
12,2013-09-01
12,2013-10-01
11,2013-11-01
12,2013-12-01
16,2014-01-01
18,2014-02-01
100,2014-03-01
62,2014-04-01
35,2014-05-01
21,2014-06-01
19,2014-07-01
20,2014-08-01
21,2014-09-01
22,2014-10-01
26,2014-11-01
26,2014-12-01
27,2015-01-01
29,2015-02-01
30,2015-03-01
37,2015-04-01
26,2015-05-01
21,2015-06-01
23,2015-07-01
23,2015-08-01
25,2015-09-01
31,2015-10-01
24,2015-11-01
22,2015-12-01
18,2016-01-01
26,2016-02-01
44,2016-03-01
35,2016-04-01
