value,date
43,2010-12-26
35,2011-01-02
41,2011-01-09
38,2011-01-16
43,2011-01-23
47,2011-01-30
41,2011-02-06
44,2011-02-13
43,2011-02-20
44,2011-02-27
44,2011-03-06
42,2011-03-13
44,2011-03-20
46,2011-03-27
39,2011-04-03
45,2011-04-10
40,2011-04-17
45,2011-04-24
72,2011-05-01
60,2011-05-08
57,2011-05-15
54,2011-05-22
51,2011-05-29
60,2011-06-05
51,2011-06-12
54,2011-06-19
58,2011-06-26
58,2011-07-03
59,2011-07-10
48,2011-07-17
47,2011-07-24
51,2011-07-31
48,2011-08-07
50,2011-08-14
49,2011-08-21
54,2011-08-28
47,2011-09-04
53,2011-09-11
52,2011-09-18
60,2011-09-25
60,2011-10-02
56,2011-10-09
62,2011-10-16
61,2011-10-23
62,2011-10-30
51,2011-11-06
55,2011-11-13
64,2011-11-20
52,2011-11-27
56,2011-12-04
57,2011-12-11
63,2011-12-18
52,2011-12-25
54,2012-01-01
52,2012-01-08
53,2012-01-15
58,2012-01-22
63,2012-01-29
53,2012-02-05
63,2012-02-12
59,2012-02-19
60,2012-02-26
55,2012-03-04
51,2012-03-11
48,2012-03-18
64,2012-03-25
65,2012-04-01
57,2012-04-08
54,2012-04-15
56,2012-04-22
48,2012-04-29
57,2012-05-06
49,2012-05-13
53,2012-05-20
59,2012-05-27
47,2012-06-03
53,2012-06-10
58,2012-06-17
49,2012-06-24
56,2012-07-01
60,2012-07-08
53,2012-07-15
53,2012-07-22
56,2012-07-29
54,2012-08-05
53,2012-08-12
59,2012-08-19
63,2012-08-26
58,2012-09-02
54,2012-09-09
67,2012-09-16
66,2012-09-23
66,2012-09-30
63,2012-10-07
60,2012-10-14
61,2012-10-21
59,2012-10-28
65,2012-11-04
69,2012-11-11
59,2012-11-18
64,2012-11-25
63,2012-12-02
62,2012-12-09
72,2012-12-16
74,2012-12-23
69,2012-12-30
74,2013-01-06
63,2013-01-13
67,2013-01-20
71,2013-01-27
78,2013-02-03
75,2013-02-10
83,2013-02-17
75,2013-02-24
81,2013-03-03
84,2013-03-10
100,2013-03-17
94,2013-03-24
77,2013-03-31
82,2013-04-07
83,2013-04-14
83,2013-04-21
83,2013-04-28
