value,date
75,2023-06-01
69,2023-06-02
79,2023-06-03
81,2023-06-04
67,2023-06-05
74,2023-06-06
64,2023-06-07
71,2023-06-08
75,2023-06-09
78,2023-06-10
74,2023-06-11
66,2023-06-12
69,2023-06-13
65,2023-06-14
69,2023-06-15
70,2023-06-16
71,2023-06-17
80,2023-06-18
70,2023-06-19
71,2023-06-20
76,2023-06-21
72,2023-06-22
70,2023-06-23
83,2023-06-24
85,2023-06-25
65,2023-06-26
72,2023-06-27
74,2023-06-28
78,2023-06-29
80,2023-06-30
100,2023-07-01
91,2023-07-02
77,2023-07-03
77,2023-07-04
73,2023-07-05
66,2023-07-06
75,2023-07-07
74,2023-07-08
83,2023-07-09
78,2023-07-10
77,2023-07-11
68,2023-07-12
66,2023-07-13
65,2023-07-14
93,2023-07-15
80,2023-07-16
80,2023-07-17
71,2023-07-18
66,2023-07-19
69,2023-07-20
67,2023-07-21
73,2023-07-22
81,2023-07-23
73,2023-07-24
77,2023-07-25
69,2023-07-26
69,2023-07-27
69,2023-07-28
92,2023-07-29
77,2023-07-30
64,2023-07-31
73,2023-08-01
77,2023-08-02
77,2023-08-03
66,2023-08-04
87,2023-08-05
83,2023-08-06
68,2023-08-07
74,2023-08-08
72,2023-08-09
72,2023-08-10
77,2023-08-11
77,2023-08-12
87,2023-08-13
65,2023-08-14
78,2023-08-15
76,2023-08-16
76,2023-08-17
68,2023-08-18
89,2023-08-19
84,2023-08-20
74,2023-08-21
72,2023-08-22
78,2023-08-23
64,2023-08-24
74,2023-08-25
91,2023-08-26
82,2023-08-27
88,2023-08-28
95,2023-08-29
89,2023-08-30
76,2023-08-31
73,2023-09-01
84,2023-09-02
72,2023-09-03
70,2023-09-04
69,2023-09-05
78,2023-09-06
90,2023-09-07
76,2023-09-08
83,2023-09-09
89,2023-09-10
70,2023-09-11
76,2023-09-12
75,2023-09-13
75,2023-09-14
78,2023-09-15
95,2023-09-16
84,2023-09-17
75,2023-09-18
81,2023-09-19
87,2023-09-20
78,2023-09-21
76,2023-09-22
90,2023-09-23
86,2023-09-24
73,2023-09-25
67,2023-09-26
79,2023-09-27
84,2023-09-28
88,2023-09-29
97,2023-09-30
86,2023-10-01
71,2023-10-02
87,2023-10-03
82,2023-10-04
81,2023-10-05
83,2023-10-06
87,2023-10-07
80,2023-10-08
74,2023-10-09
78,2023-10-10
80,2023-10-11
76,2023-10-12
80,2023-10-13
93,2023-10-14
82,2023-10-15
78,2023-10-16
78,2023-10-17
85,2023-10-18
80,2023-10-19
84,2023-10-20
97,2023-10-21
92,2023-10-22
74,2023-10-23
84,2023-10-24
79,2023-10-25
76,2023-10-26
73,2023-10-27
89,2023-10-28
74,2023-10-29
69,2023-10-30
72,2023-10-31
68,2023-11-01
72,2023-11-02
76,2023-11-03
90,2023-11-04
82,2023-11-05
69,2023-11-06
69,2023-11-07
87,2023-11-08
66,2023-11-09
69,2023-11-10
79,2023-11-11
73,2023-11-12
74,2023-11-13
72,2023-11-14
68,2023-11-15
62,2023-11-16
75,2023-11-17
68,2023-11-18
74,2023-11-19
66,2023-11-20
65,2023-11-21
71,2023-11-22
71,2023-11-23
68,2023-11-24
76,2023-11-25
79,2023-11-26
63,2023-11-27
74,2023-11-28
82,2023-11-29
70,2023-11-30
74,2023-12-01
91,2023-12-02
82,2023-12-03
77,2023-12-04
74,2023-12-05
79,2023-12-06
85,2023-12-07
84,2023-12-08
80,2023-12-09
71,2023-12-10
72,2023-12-11
80,2023-12-12
71,2023-12-13
82,2023-12-14
77,2023-12-15
88,2023-12-16
88,2023-12-17
74,2023-12-18
75,2023-12-19
76,2023-12-20
74,2023-12-21
80,2023-12-22
84,2023-12-23
100,2023-12-24
74,2023-12-25
76,2023-12-26
74,2023-12-27
68,2023-12-28
76,2023-12-29
80,2023-12-30
68,2023-12-31
76,2024-01-01
71,2024-01-02
73,2024-01-03
70,2024-01-04
75,2024-01-05
79,2024-01-06
71,2024-01-07
67,2024-01-08
70,2024-01-09
72,2024-01-10
62,2024-01-11
68,2024-01-12
78,2024-01-13
78,2024-01-14
78,2024-01-15
78,2024-01-16
80,2024-01-17
77,2024-01-18
78,2024-01-19
74,2024-01-20
82,2024-01-21
73,2024-01-22
84,2024-01-23
80,2024-01-24
80,2024-01-25
90,2024-01-26
93,2024-01-27
96,2024-01-28
97,2024-01-29
83,2024-01-30
84,2024-01-31
