value,date
70,2021-02-01
69,2021-02-02
79,2021-02-03
78,2021-02-04
84,2021-02-05
90,2021-02-06
83,2021-02-07
68,2021-02-08
66,2021-02-09
73,2021-02-10
73,2021-02-11
79,2021-02-12
78,2021-02-13
78,2021-02-14
69,2021-02-15
69,2021-02-16
67,2021-02-17
75,2021-02-18
75,2021-02-19
90,2021-02-20
84,2021-02-21
73,2021-02-22
74,2021-02-23
71,2021-02-24
67,2021-02-25
69,2021-02-26
86,2021-02-27
87,2021-02-28
70,2021-03-01
72,2021-03-02
73,2021-03-03
75,2021-03-04
82,2021-03-05
83,2021-03-06
81,2021-03-07
72,2021-03-08
72,2021-03-09
67,2021-03-10
72,2021-03-11
75,2021-03-12
87,2021-03-13
65,2021-03-14
67,2021-03-15
71,2021-03-16
63,2021-03-17
73,2021-03-18
86,2021-03-19
83,2021-03-20
81,2021-03-21
57,2021-03-22
68,2021-03-23
73,2021-03-24
71,2021-03-25
77,2021-03-26
67,2021-03-27
81,2021-03-28
75,2021-03-29
75,2021-03-30
64,2021-03-31
66,2021-04-01
77,2021-04-02
76,2021-04-03
79,2021-04-04
68,2021-04-05
66,2021-04-06
67,2021-04-07
66,2021-04-08
69,2021-04-09
77,2021-04-10
65,2021-04-11
72,2021-04-12
65,2021-04-13
76,2021-04-14
82,2021-04-15
79,2021-04-16
100,2021-04-17
84,2021-04-18
75,2021-04-19
74,2021-04-20
68,2021-04-21
71,2021-04-22
93,2021-04-23
90,2021-04-24
82,2021-04-25
73,2021-04-26
77,2021-04-27
76,2021-04-28
76,2021-04-29
85,2021-04-30
77,2021-05-01
76,2021-05-02
76,2021-05-03
76,2021-05-04
65,2021-05-05
68,2021-05-06
73,2021-05-07
78,2021-05-08
71,2021-05-09
65,2021-05-10
82,2021-05-11
76,2021-05-12
94,2021-05-13
92,2021-05-14
98,2021-05-15
88,2021-05-16
79,2021-05-17
79,2021-05-18
74,2021-05-19
72,2021-05-20
84,2021-05-21
82,2021-05-22
88,2021-05-23
65,2021-05-24
66,2021-05-25
74,2021-05-26
78,2021-05-27
64,2021-05-28
80,2021-05-29
76,2021-05-30
62,2021-05-31
67,2021-06-01
60,2021-06-02
68,2021-06-03
67,2021-06-04
78,2021-06-05
81,2021-06-06
62,2021-06-07
68,2021-06-08
75,2021-06-09
63,2021-06-10
66,2021-06-11
78,2021-06-12
69,2021-06-13
71,2021-06-14
67,2021-06-15
52,2021-06-16
70,2021-06-17
67,2021-06-18
76,2021-06-19
75,2021-06-20
65,2021-06-21
68,2021-06-22
61,2021-06-23
66,2021-06-24
76,2021-06-25
78,2021-06-26
74,2021-06-27
71,2021-06-28
62,2021-06-29
69,2021-06-30
65,2021-07-01
71,2021-07-02
85,2021-07-03
79,2021-07-04
66,2021-07-05
68,2021-07-06
64,2021-07-07
66,2021-07-08
69,2021-07-09
88,2021-07-10
77,2021-07-11
71,2021-07-12
69,2021-07-13
69,2021-07-14
76,2021-07-15
76,2021-07-16
80,2021-07-17
91,2021-07-18
72,2021-07-19
73,2021-07-20
73,2021-07-21
70,2021-07-22
75,2021-07-23
81,2021-07-24
73,2021-07-25
74,2021-07-26
72,2021-07-27
62,2021-07-28
64,2021-07-29
59,2021-07-30
69,2021-07-31
65,2021-08-01
65,2021-08-02
66,2021-08-03
65,2021-08-04
77,2021-08-05
67,2021-08-06
80,2021-08-07
77,2021-08-08
75,2021-08-09
67,2021-08-10
76,2021-08-11
68,2021-08-12
60,2021-08-13
61,2021-08-14
84,2021-08-15
69,2021-08-16
66,2021-08-17
73,2021-08-18
66,2021-08-19
64,2021-08-20
69,2021-08-21
79,2021-08-22
60,2021-08-23
76,2021-08-24
68,2021-08-25
68,2021-08-26
61,2021-08-27
65,2021-08-28
74,2021-08-29
65,2021-08-30
61,2021-08-31
60,2021-09-01
69,2021-09-02
69,2021-09-03
66,2021-09-04
91,2021-09-05
69,2021-09-06
65,2021-09-07
71,2021-09-08
74,2021-09-09
74,2021-09-10
68,2021-09-11
70,2021-09-12
72,2021-09-13
76,2021-09-14
87,2021-09-15
75,2021-09-16
76,2021-09-17
69,2021-09-18
70,2021-09-19
71,2021-09-20
71,2021-09-21
82,2021-09-22
69,2021-09-23
79,2021-09-24
72,2021-09-25
74,2021-09-26
88,2021-09-27
91,2021-09-28
84,2021-09-29
88,2021-09-30
