value,date
65,2010-12-26
45,2011-01-02
55,2011-01-09
51,2011-01-16
54,2011-01-23
57,2011-01-30
53,2011-02-06
60,2011-02-13
57,2011-02-20
56,2011-02-27
61,2011-03-06
54,2011-03-13
57,2011-03-20
60,2011-03-27
52,2011-04-03
60,2011-04-10
51,2011-04-17
61,2011-04-24
92,2011-05-01
75,2011-05-08
76,2011-05-15
72,2011-05-22
68,2011-05-29
75,2011-06-05
68,2011-06-12
73,2011-06-19
76,2011-06-26
76,2011-07-03
79,2011-07-10
60,2011-07-17
59,2011-07-24
68,2011-07-31
65,2011-08-07
67,2011-08-14
63,2011-08-21
75,2011-08-28
64,2011-09-04
68,2011-09-11
64,2011-09-18
78,2011-09-25
78,2011-10-02
75,2011-10-09
83,2011-10-16
84,2011-10-23
82,2011-10-30
67,2011-11-06
74,2011-11-13
83,2011-11-20
70,2011-11-27
75,2011-12-04
76,2011-12-11
85,2011-12-18
70,2011-12-25
71,2012-01-01
69,2012-01-08
72,2012-01-15
73,2012-01-22
81,2012-01-29
66,2012-02-05
84,2012-02-12
78,2012-02-19
82,2012-02-26
75,2012-03-04
68,2012-03-11
61,2012-03-18
80,2012-03-25
83,2012-04-01
78,2012-04-08
77,2012-04-15
71,2012-04-22
62,2012-04-29
74,2012-05-06
64,2012-05-13
70,2012-05-20
77,2012-05-27
61,2012-06-03
71,2012-06-10
73,2012-06-17
67,2012-06-24
72,2012-07-01
77,2012-07-08
72,2012-07-15
73,2012-07-22
72,2012-07-29
70,2012-08-05
70,2012-08-12
75,2012-08-19
78,2012-08-26
74,2012-09-02
74,2012-09-09
87,2012-09-16
87,2012-09-23
86,2012-09-30
85,2012-10-07
83,2012-10-14
85,2012-10-21
76,2012-10-28
87,2012-11-04
90,2012-11-11
79,2012-11-18
84,2012-11-25
82,2012-12-02
82,2012-12-09
92,2012-12-16
98,2012-12-23
92,2012-12-30
100,2013-01-06
84,2013-01-13
88,2013-01-20
94,2013-01-27
