value,date
49,2010-12-26
34,2011-01-02
42,2011-01-09
38,2011-01-16
40,2011-01-23
43,2011-01-30
40,2011-02-06
45,2011-02-13
43,2011-02-20
42,2011-02-27
46,2011-03-06
40,2011-03-13
43,2011-03-20
45,2011-03-27
39,2011-04-03
45,2011-04-10
38,2011-04-17
46,2011-04-24
69,2011-05-01
56,2011-05-08
58,2011-05-15
54,2011-05-22
51,2011-05-29
57,2011-06-05
51,2011-06-12
55,2011-06-19
57,2011-06-26
57,2011-07-03
60,2011-07-10
45,2011-07-17
44,2011-07-24
51,2011-07-31
49,2011-08-07
50,2011-08-14
47,2011-08-21
57,2011-08-28
48,2011-09-04
51,2011-09-11
48,2011-09-18
59,2011-09-25
59,2011-10-02
56,2011-10-09
62,2011-10-16
63,2011-10-23
62,2011-10-30
50,2011-11-06
55,2011-11-13
63,2011-11-20
52,2011-11-27
56,2011-12-04
57,2011-12-11
64,2011-12-18
53,2011-12-25
53,2012-01-01
52,2012-01-08
54,2012-01-15
55,2012-01-22
61,2012-01-29
50,2012-02-05
63,2012-02-12
59,2012-02-19
62,2012-02-26
57,2012-03-04
51,2012-03-11
46,2012-03-18
60,2012-03-25
63,2012-04-01
59,2012-04-08
58,2012-04-15
54,2012-04-22
47,2012-04-29
56,2012-05-06
48,2012-05-13
53,2012-05-20
58,2012-05-27
46,2012-06-03
53,2012-06-10
55,2012-06-17
50,2012-06-24
54,2012-07-01
58,2012-07-08
54,2012-07-15
55,2012-07-22
55,2012-07-29
53,2012-08-05
53,2012-08-12
57,2012-08-19
59,2012-08-26
56,2012-09-02
56,2012-09-09
66,2012-09-16
66,2012-09-23
65,2012-09-30
64,2012-10-07
63,2012-10-14
64,2012-10-21
57,2012-10-28
65,2012-11-04
67,2012-11-11
60,2012-11-18
63,2012-11-25
62,2012-12-02
62,2012-12-09
69,2012-12-16
74,2012-12-23
69,2012-12-30
75,2013-01-06
64,2013-01-13
66,2013-01-20
71,2013-01-27
76,2013-02-03
73,2013-02-10
84,2013-02-17
72,2013-02-24
82,2013-03-03
82,2013-03-10
100,2013-03-17
92,2013-03-24
75,2013-03-31
