value,date
69,2017-02-01
73,2017-02-02
61,2017-02-03
59,2017-02-04
58,2017-02-05
83,2017-02-06
84,2017-02-07
73,2017-02-08
79,2017-02-09
77,2017-02-10
60,2017-02-11
62,2017-02-12
74,2017-02-13
73,2017-02-14
70,2017-02-15
76,2017-02-16
77,2017-02-17
60,2017-02-18
58,2017-02-19
67,2017-02-20
72,2017-02-21
76,2017-02-22
73,2017-02-23
67,2017-02-24
63,2017-02-25
56,2017-02-26
64,2017-02-27
65,2017-02-28
62,2017-03-01
61,2017-03-02
70,2017-03-03
65,2017-03-04
63,2017-03-05
59,2017-03-06
62,2017-03-07
56,2017-03-08
65,2017-03-09
61,2017-03-10
62,2017-03-11
56,2017-03-12
58,2017-03-13
56,2017-03-14
56,2017-03-15
58,2017-03-16
59,2017-03-17
54,2017-03-18
52,2017-03-19
50,2017-03-20
58,2017-03-21
58,2017-03-22
55,2017-03-23
63,2017-03-24
58,2017-03-25
60,2017-03-26
53,2017-03-27
59,2017-03-28
50,2017-03-29
64,2017-03-30
63,2017-03-31
61,2017-04-01
61,2017-04-02
60,2017-04-03
55,2017-04-04
55,2017-04-05
62,2017-04-06
52,2017-04-07
62,2017-04-08
56,2017-04-09
52,2017-04-10
55,2017-04-11
55,2017-04-12
53,2017-04-13
57,2017-04-14
67,2017-04-15
50,2017-04-16
53,2017-04-17
100,2017-04-18
92,2017-04-19
67,2017-04-20
66,2017-04-21
59,2017-04-22
59,2017-04-23
57,2017-04-24
59,2017-04-25
58,2017-04-26
61,2017-04-27
64,2017-04-28
80,2017-04-29
80,2017-04-30
73,2017-05-01
71,2017-05-02
83,2017-05-03
71,2017-05-04
72,2017-05-05
67,2017-05-06
71,2017-05-07
59,2017-05-08
61,2017-05-09
58,2017-05-10
63,2017-05-11
65,2017-05-12
63,2017-05-13
65,2017-05-14
68,2017-05-15
62,2017-05-16
69,2017-05-17
70,2017-05-18
68,2017-05-19
60,2017-05-20
56,2017-05-21
77,2017-05-22
56,2017-05-23
71,2017-05-24
72,2017-05-25
55,2017-05-26
48,2017-05-27
48,2017-05-28
62,2017-05-29
61,2017-05-30
62,2017-05-31
58,2017-06-01
61,2017-06-02
65,2017-06-03
67,2017-06-04
56,2017-06-05
55,2017-06-06
53,2017-06-07
54,2017-06-08
57,2017-06-09
51,2017-06-10
57,2017-06-11
42,2017-06-12
56,2017-06-13
60,2017-06-14
50,2017-06-15
52,2017-06-16
55,2017-06-17
62,2017-06-18
57,2017-06-19
56,2017-06-20
54,2017-06-21
56,2017-06-22
58,2017-06-23
65,2017-06-24
86,2017-06-25
74,2017-06-26
69,2017-06-27
70,2017-06-28
61,2017-06-29
59,2017-06-30
61,2017-07-01
73,2017-07-02
55,2017-07-03
64,2017-07-04
60,2017-07-05
60,2017-07-06
56,2017-07-07
65,2017-07-08
74,2017-07-09
60,2017-07-10
54,2017-07-11
60,2017-07-12
62,2017-07-13
70,2017-07-14
69,2017-07-15
72,2017-07-16
72,2017-07-17
58,2017-07-18
58,2017-07-19
65,2017-07-20
66,2017-07-21
72,2017-07-22
72,2017-07-23
66,2017-07-24
66,2017-07-25
59,2017-07-26
62,2017-07-27
64,2017-07-28
73,2017-07-29
69,2017-07-30
59,2017-07-31
58,2017-08-01
58,2017-08-02
60,2017-08-03
58,2017-08-04
60,2017-08-05
68,2017-08-06
51,2017-08-07
53,2017-08-08
49,2017-08-09
51,2017-08-10
46,2017-08-11
61,2017-08-12
53,2017-08-13
57,2017-08-14
51,2017-08-15
55,2017-08-16
51,2017-08-17
52,2017-08-18
71,2017-08-19
62,2017-08-20
60,2017-08-21
52,2017-08-22
53,2017-08-23
47,2017-08-24
56,2017-08-25
63,2017-08-26
63,2017-08-27
54,2017-08-28
51,2017-08-29
48,2017-08-30
49,2017-08-31
55,2017-09-01
57,2017-09-02
61,2017-09-03
61,2017-09-04
48,2017-09-05
56,2017-09-06
49,2017-09-07
55,2017-09-08
60,2017-09-09
54,2017-09-10
47,2017-09-11
60,2017-09-12
54,2017-09-13
62,2017-09-14
58,2017-09-15
65,2017-09-16
62,2017-09-17
67,2017-09-18
66,2017-09-19
73,2017-09-20
71,2017-09-21
63,2017-09-22
61,2017-09-23
69,2017-09-24
58,2017-09-25
58,2017-09-26
63,2017-09-27
67,2017-09-28
63,2017-09-29
60,2017-09-30
