value,date
71,2010-12-26
49,2011-01-02
60,2011-01-09
55,2011-01-16
59,2011-01-23
62,2011-01-30
58,2011-02-06
66,2011-02-13
62,2011-02-20
61,2011-02-27
67,2011-03-06
58,2011-03-13
63,2011-03-20
65,2011-03-27
57,2011-04-03
65,2011-04-10
55,2011-04-17
67,2011-04-24
100,2011-05-01
81,2011-05-08
83,2011-05-15
78,2011-05-22
74,2011-05-29
82,2011-06-05
74,2011-06-12
79,2011-06-19
83,2011-06-26
82,2011-07-03
86,2011-07-10
66,2011-07-17
64,2011-07-24
74,2011-07-31
71,2011-08-07
73,2011-08-14
68,2011-08-21
82,2011-08-28
69,2011-09-04
74,2011-09-11
70,2011-09-18
85,2011-09-25
86,2011-10-02
82,2011-10-09
90,2011-10-16
91,2011-10-23
89,2011-10-30
73,2011-11-06
80,2011-11-13
91,2011-11-20
76,2011-11-27
81,2011-12-04
83,2011-12-11
93,2011-12-18
76,2011-12-25
77,2012-01-01
75,2012-01-08
79,2012-01-15
79,2012-01-22
88,2012-01-29
72,2012-02-05
91,2012-02-12
85,2012-02-19
89,2012-02-26
