value,date
66,2010-12-26
46,2011-01-02
57,2011-01-09
52,2011-01-16
55,2011-01-23
58,2011-01-30
55,2011-02-06
62,2011-02-13
58,2011-02-20
58,2011-02-27
63,2011-03-06
55,2011-03-13
59,2011-03-20
61,2011-03-27
54,2011-04-03
61,2011-04-10
52,2011-04-17
62,2011-04-24
94,2011-05-01
76,2011-05-08
78,2011-05-15
73,2011-05-22
70,2011-05-29
77,2011-06-05
69,2011-06-12
74,2011-06-19
78,2011-06-26
77,2011-07-03
81,2011-07-10
61,2011-07-17
60,2011-07-24
70,2011-07-31
66,2011-08-07
68,2011-08-14
64,2011-08-21
77,2011-08-28
65,2011-09-04
69,2011-09-11
65,2011-09-18
80,2011-09-25
80,2011-10-02
76,2011-10-09
84,2011-10-16
86,2011-10-23
84,2011-10-30
68,2011-11-06
75,2011-11-13
85,2011-11-20
71,2011-11-27
76,2011-12-04
78,2011-12-11
87,2011-12-18
72,2011-12-25
72,2012-01-01
70,2012-01-08
74,2012-01-15
74,2012-01-22
83,2012-01-29
67,2012-02-05
85,2012-02-12
80,2012-02-19
84,2012-02-26
77,2012-03-04
69,2012-03-11
62,2012-03-18
82,2012-03-25
85,2012-04-01
80,2012-04-08
78,2012-04-15
73,2012-04-22
64,2012-04-29
76,2012-05-06
65,2012-05-13
71,2012-05-20
78,2012-05-27
62,2012-06-03
72,2012-06-10
75,2012-06-17
68,2012-06-24
73,2012-07-01
79,2012-07-08
73,2012-07-15
75,2012-07-22
74,2012-07-29
72,2012-08-05
71,2012-08-12
77,2012-08-19
80,2012-08-26
76,2012-09-02
76,2012-09-09
89,2012-09-16
89,2012-09-23
88,2012-09-30
86,2012-10-07
85,2012-10-14
87,2012-10-21
77,2012-10-28
88,2012-11-04
91,2012-11-11
81,2012-11-18
86,2012-11-25
84,2012-12-02
83,2012-12-09
94,2012-12-16
100,2012-12-23
94,2012-12-30
