value,date
5,2011-01-01
5,2011-02-01
5,2011-03-01
5,2011-04-01
8,2011-05-01
7,2011-06-01
7,2011-07-01
6,2011-08-01
6,2011-09-01
8,2011-10-01
7,2011-11-01
7,2011-12-01
7,2012-01-01
8,2012-02-01
7,2012-03-01
7,2012-04-01
7,2012-05-01
7,2012-06-01
7,2012-07-01
7,2012-08-01
8,2012-09-01
8,2012-10-01
8,2012-11-01
9,2012-12-01
9,2013-01-01
10,2013-02-01
12,2013-03-01
11,2013-04-01
10,2013-05-01
15,2013-06-01
10,2013-07-01
11,2013-08-01
11,2013-09-01
11,2013-10-01
11,2013-11-01
12,2013-12-01
14,2014-01-01
19,2014-02-01
100,2014-03-01
57,2014-04-01
33,2014-05-01
20,2014-06-01
18,2014-07-01
16,2014-08-01
20,2014-09-01
21,2014-10-01
25,2014-11-01
25,2014-12-01
27,2015-01-01
29,2015-02-01
30,2015-03-01
38,2015-04-01
25,2015-05-01
20,2015-06-01
22,2015-07-01
21,2015-08-01
25,2015-09-01
31,2015-10-01
22,2015-11-01
20,2015-12-01
17,2016-01-01
25,2016-02-01
41,2016-03-01
33,2016-04-01
31,2016-05-01
39,2016-06-01
38,2016-07-01
33,2016-08-01
34,2016-09-01
37,2016-10-01
98,2016-11-01
89,2016-12-01
52,2017-01-01
49,2017-02-01
41,2017-03-01
44,2017-04-01
47,2017-05-01
40,2017-06-01
