value,date
71,2010-12-26
46,2011-01-02
56,2011-01-09
50,2011-01-16
53,2011-01-23
60,2011-01-30
55,2011-02-06
58,2011-02-13
56,2011-02-20
58,2011-02-27
59,2011-03-06
55,2011-03-13
56,2011-03-20
60,2011-03-27
52,2011-04-03
61,2011-04-10
53,2011-04-17
58,2011-04-24
95,2011-05-01
71,2011-05-08
73,2011-05-15
71,2011-05-22
69,2011-05-29
75,2011-06-05
67,2011-06-12
74,2011-06-19
76,2011-06-26
78,2011-07-03
77,2011-07-10
62,2011-07-17
59,2011-07-24
70,2011-07-31
64,2011-08-07
66,2011-08-14
65,2011-08-21
73,2011-08-28
64,2011-09-04
68,2011-09-11
69,2011-09-18
77,2011-09-25
80,2011-10-02
75,2011-10-09
83,2011-10-16
83,2011-10-23
81,2011-10-30
60,2011-11-06
67,2011-11-13
84,2011-11-20
68,2011-11-27
75,2011-12-04
75,2011-12-11
85,2011-12-18
70,2011-12-25
72,2012-01-01
68,2012-01-08
70,2012-01-15
71,2012-01-22
81,2012-01-29
68,2012-02-05
83,2012-02-12
77,2012-02-19
80,2012-02-26
73,2012-03-04
66,2012-03-11
62,2012-03-18
83,2012-03-25
83,2012-04-01
76,2012-04-08
76,2012-04-15
71,2012-04-22
62,2012-04-29
75,2012-05-06
64,2012-05-13
72,2012-05-20
79,2012-05-27
63,2012-06-03
67,2012-06-10
75,2012-06-17
65,2012-06-24
71,2012-07-01
76,2012-07-08
70,2012-07-15
67,2012-07-22
74,2012-07-29
71,2012-08-05
70,2012-08-12
75,2012-08-19
80,2012-08-26
75,2012-09-02
71,2012-09-09
87,2012-09-16
86,2012-09-23
85,2012-09-30
82,2012-10-07
79,2012-10-14
78,2012-10-21
76,2012-10-28
85,2012-11-04
89,2012-11-11
78,2012-11-18
83,2012-11-25
84,2012-12-02
81,2012-12-09
94,2012-12-16
100,2012-12-23
92,2012-12-30
96,2013-01-06
83,2013-01-13
88,2013-01-20
93,2013-01-27
