value,date
34,2010-12-26
26,2011-01-02
30,2011-01-09
26,2011-01-16
28,2011-01-23
32,2011-01-30
29,2011-02-06
32,2011-02-13
29,2011-02-20
31,2011-02-27
29,2011-03-06
30,2011-03-13
31,2011-03-20
30,2011-03-27
27,2011-04-03
32,2011-04-10
27,2011-04-17
31,2011-04-24
50,2011-05-01
39,2011-05-08
41,2011-05-15
36,2011-05-22
37,2011-05-29
40,2011-06-05
35,2011-06-12
39,2011-06-19
41,2011-06-26
40,2011-07-03
42,2011-07-10
33,2011-07-17
32,2011-07-24
37,2011-07-31
35,2011-08-07
35,2011-08-14
34,2011-08-21
36,2011-08-28
35,2011-09-04
37,2011-09-11
37,2011-09-18
41,2011-09-25
42,2011-10-02
39,2011-10-09
44,2011-10-16
44,2011-10-23
42,2011-10-30
36,2011-11-06
38,2011-11-13
45,2011-11-20
36,2011-11-27
39,2011-12-04
40,2011-12-11
45,2011-12-18
38,2011-12-25
38,2012-01-01
37,2012-01-08
38,2012-01-15
40,2012-01-22
43,2012-01-29
36,2012-02-05
44,2012-02-12
41,2012-02-19
42,2012-02-26
37,2012-03-04
34,2012-03-11
33,2012-03-18
43,2012-03-25
46,2012-04-01
39,2012-04-08
40,2012-04-15
38,2012-04-22
32,2012-04-29
40,2012-05-06
33,2012-05-13
38,2012-05-20
42,2012-05-27
34,2012-06-03
38,2012-06-10
39,2012-06-17
36,2012-06-24
39,2012-07-01
41,2012-07-08
38,2012-07-15
36,2012-07-22
40,2012-07-29
37,2012-08-05
38,2012-08-12
40,2012-08-19
43,2012-08-26
40,2012-09-02
37,2012-09-09
48,2012-09-16
46,2012-09-23
46,2012-09-30
45,2012-10-07
42,2012-10-14
44,2012-10-21
44,2012-10-28
46,2012-11-04
47,2012-11-11
41,2012-11-18
46,2012-11-25
43,2012-12-02
44,2012-12-09
50,2012-12-16
53,2012-12-23
52,2012-12-30
51,2013-01-06
45,2013-01-13
47,2013-01-20
50,2013-01-27
54,2013-02-03
52,2013-02-10
57,2013-02-17
51,2013-02-24
58,2013-03-03
60,2013-03-10
69,2013-03-17
66,2013-03-24
55,2013-03-31
57,2013-04-07
58,2013-04-14
58,2013-04-21
58,2013-04-28
59,2013-05-05
59,2013-05-12
49,2013-05-19
66,2013-05-26
100,2013-06-02
64,2013-06-09
65,2013-06-16
64,2013-06-23
59,2013-06-30
51,2013-07-07
52,2013-07-14
51,2013-07-21
54,2013-07-28
55,2013-08-04
63,2013-08-11
56,2013-08-18
58,2013-08-25
53,2013-09-01
59,2013-09-08
59,2013-09-15
61,2013-09-22
58,2013-09-29
58,2013-10-06
50,2013-10-13
64,2013-10-20
58,2013-10-27
54,2013-11-03
61,2013-11-10
54,2013-11-17
58,2013-11-24
63,2013-12-01
57,2013-12-08
62,2013-12-15
58,2013-12-22
60,2013-12-29
69,2014-01-05
69,2014-01-12
58,2014-01-19
78,2014-01-26
